"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Premises","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","Previous.full.inspection.event.type","Previous.full.inspection.event.date","Previous.full.inspection.publication.date","Previous.full.inspection.event.number","Previous.overall.experiences.and.progress.of.children.and.young.people","Previous.outcomes.in.education.and.related.learning.activities","Previous.health.services","Previous.how.well.children.and.young.people.are.helped.and.protected","Previous.effectiveness.of.leaders.and.managers"
"65","Ofsted Social Care Provider Webpage","1244280",NA,"Children's home","07/11/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Bradford South","For profit",NA,7," ","","Witherslack Group Limited","Full inspection","01/08/2023","06/09/2023",10273463,"Good","","","Good","Good","Full inspection","10/08/2022","27/09/2022",10224031,"Good","","","Good","Good"
"66","Ofsted Social Care Provider Webpage","2599037",NA,"Children's home","11/08/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","Charnwood","For profit",NA,3," ","","G&S caring for children and young people ltd","Full inspection","12/12/2023","04/03/2024",10273466,"Outstanding","","","Outstanding","Outstanding","Full inspection","12/10/2022","02/12/2022",10224911,"Outstanding","","","Outstanding","Outstanding"
"67","Ofsted Social Care Provider Webpage","2634272",NA,"Children's home","13/07/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Liverpool","Liverpool, Walton","For profit",NA,3," ","","PALS Residential Services Ltd","Full inspection","06/09/2023","07/11/2023",10274204,"Good","","","Good","Good","Full inspection","03/01/2023","08/03/2023",10225125,"Good","","","Good","Good"
"68","Ofsted Social Care Provider Webpage","2634633",NA,"Children's home","01/02/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Somerset","Taunton Deane","For profit",NA,2," ","","MJ Residential Services Limited","Full inspection","17/01/2024","27/02/2024",10274205,"Outstanding","","","Good","Good","Full inspection","05/07/2022","19/08/2022",10237257,"Good","","","Requires improvement to be good","Good"
"69","Ofsted Social Care Provider Webpage","2635655",NA,"Children's home","30/12/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Devon","Central Devon","For profit",NA,4," ","","Cambian Childcare Limited","Full inspection","20/11/2023","11/01/2024",10274206,"Good","","","Good","Good","Full inspection","04/05/2022","17/06/2022",10237036,"Good","","","Good","Good"
"70","Ofsted Social Care Provider Webpage","2577151",NA,"Children's home","03/02/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Burton","For profit",NA,4," ","","Cedarways Residential Child Care  Larkhill House Limited","Full inspection","03/01/2024","19/02/2024",10273385,"Good","","","Good","Good","Full inspection","10/01/2023","21/03/2023",10224752,"Good","","","Good","Good"
"71","Ofsted Social Care Provider Webpage","1258276",NA,"Children's home","01/06/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Suffolk","Bury St Edmunds","For profit",NA,6," ","","Achieving Aspirations  Community Interest Company","Full inspection","05/06/2023","07/07/2023",10273387,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","25/10/2022","25/11/2022",10224174,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"72","Ofsted Social Care Provider Webpage","1259061",NA,"Children's home","08/09/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Blackpool North and Cleveleys","For profit",NA,2," ","","Outbound Care Limited","Full inspection","20/09/2023","23/10/2023",10273389,"Good","","","Good","Good","Full inspection","08/02/2023","20/03/2023",10224188,"Good","","","Good","Good"
"73","Ofsted Social Care Provider Webpage","SC472465",NA,"Children's home","05/02/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Dudley","Halesowen and Rowley Regis","For profit",NA,5," ","","Cambian Childcare Limited","Full inspection","03/10/2023","09/11/2023",10303593,"Inadequate","","","Inadequate","Inadequate","Full inspection","26/06/2023","23/08/2023",10273172,"Inadequate","","","Inadequate","Inadequate"
"74","Ofsted Social Care Provider Webpage","SC441410",NA,"Children's home","02/02/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","St Helens","St Helens South and Whiston","For profit",NA,2," ","","Inspire Childrens Services Limited","Full inspection","28/11/2023","16/01/2024",10303597,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","28/06/2023","10/08/2023",10271802,"Inadequate","","","Inadequate","Inadequate"
"75","Ofsted Social Care Provider Webpage","2703844",NA,"Children's home","10/07/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Warwickshire","Nuneaton","For profit",NA,6,"","","The Forge Nuneaton Limited","Full inspection","24/10/2023","24/11/2023",10303601,"Good","","","Good","Requires improvement to be good","","","",NA,"","","","",""
"76","Ofsted Social Care Provider Webpage","2682524",NA,"Children's home","12/07/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","New Forest West","For profit",NA,4," ","","Sportfit Support Services Ltd","Full inspection","25/07/2023","31/08/2023",10303710,"Good","","","Good","Good","Full inspection","01/11/2022","17/01/2023",10248759,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"77","Ofsted Social Care Provider Webpage","2730741",NA,"Children's home","24/08/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Newcastle-under-Lyme","For profit",NA,2,"","","Core Children Ltd","Full inspection","23/01/2024","11/03/2024",10303748,"Good","","","Good","Good","","","",NA,"","","","",""
"78","Ofsted Social Care Provider Webpage","2691027",NA,"Children's home","26/05/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Perry Barr","For profit",NA,3,"","","Natural Nurture Children's Home Ltd","Full inspection","05/03/2024","18/04/2024",10303753,"Good","","","Good","Requires improvement to be good","","","",NA,"","","","",""
"79","Ofsted Social Care Provider Webpage","2736466",NA,"Children's home","14/07/2023","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Stafford","Local Authority",NA,3,"","","Staffordshire County Council","Full inspection","03/01/2024","13/02/2024",10303757,"Good","","","Good","Good","","","",NA,"","","","",""
"80","Ofsted Social Care Provider Webpage","SC040723",NA,"Children's home","18/07/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Bolton","Bolton North East","Local Authority",NA,4," ","","Bolton Metropolitan Borough Council","Full inspection","11/10/2023","22/11/2023",10271943,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","04/01/2023","13/02/2023",10222773,"Good","","","Good","Good"
"81","Ofsted Social Care Provider Webpage","2624155",NA,"Children's home","20/10/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Wolverhampton","Wolverhampton South East","For profit",NA,3," ","","Resi Action Staffordshire Ltd","Full inspection","05/06/2023","05/07/2023",10274615,"Good","","","Good","Requires improvement to be good","Full inspection","27/09/2022","31/10/2022",10225059,"Good","","","Good","Good"
"82","Ofsted Social Care Provider Webpage","2624711",NA,"Children's home","25/02/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","St Helens","St Helens North","For profit",NA,1," ","","Cambian Childcare Limited","Full inspection","23/08/2023","13/10/2023",10274617,"Good","","","Good","Requires improvement to be good","Full inspection","08/06/2022","18/07/2022",10225066,"Good","","","Good","Good"
"83","Ofsted Social Care Provider Webpage","2627088",NA,"Children's home","18/03/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicester","Leicester East","For profit",NA,4," ","","Paramount Children Care Ltd","Full inspection","29/11/2023","10/01/2024",10274618,"Good","","","Good","Requires improvement to be good","Full inspection","30/08/2022","04/10/2022",10225085,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
"84","Ofsted Social Care Provider Webpage","2629097",NA,"Children's home","09/04/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Oxfordshire","Banbury","For profit",NA,3," ","","Homes 2 Inspire Limited","Full inspection","03/07/2023","11/08/2023",10274619,"Good","","","Good","Good","Full inspection","17/05/2022","21/07/2022",10225094,"Good","","","Good","Good"
"85","Ofsted Social Care Provider Webpage","2629861",NA,"Children's home","13/08/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Dover","For profit",NA,4," ","","Compass Children's Homes Limited","Full inspection","27/04/2023","12/06/2023",10274620,"Good","","","Good","Outstanding","Full inspection","13/07/2022","30/08/2022",10225098,"Good","","","Good","Good"
"86","Ofsted Social Care Provider Webpage","2632330",NA,"Children's home","16/04/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Peterborough","Peterborough","For profit",NA,5," ","","Positive Steps Specialist Care Services Limited","Full inspection","11/07/2023","14/08/2023",10274622,"Good","","","Good","Requires improvement to be good","Full inspection","05/12/2022","12/01/2023",10225110,"Good","","","Good","Good"
"87","Ofsted Social Care Provider Webpage","2632726",NA,"Children's home","21/11/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Gateshead","Gateshead","For profit",NA,3," ","","Ashdown Care Homes Limited","Full inspection","23/01/2024","14/03/2024",10274623,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","17/10/2022","21/11/2022",10225111,"Outstanding","","","Outstanding","Outstanding"
"88","Ofsted Social Care Provider Webpage","2634698",NA,"Children's home","06/06/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Warwickshire","Nuneaton","For profit",NA,2," ","","Hexagon Care Services Limited","Full inspection","16/01/2024","07/03/2024",10274624,"Outstanding","","","Good","Outstanding","Full inspection","25/01/2023","24/04/2023",10225128,"Good","","","Good","Good"
"89","Ofsted Social Care Provider Webpage","2679801",NA,"Children's home","17/05/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","Erewash","For profit",NA,5," ","","Compass Children's Homes Limited","Full inspection","23/01/2024","23/02/2024",10274897,"Outstanding","","","Outstanding","Good","Full inspection","11/10/2022","14/11/2022",10244453,"Good","","","Good","Outstanding"
"90","Ofsted Social Care Provider Webpage","2680502",NA,"Children's home","21/05/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Bolton","Bolton South East","For profit",NA,2," ","","Social Care Services Ltd","Full inspection","17/10/2023","27/11/2023",10274898,"Good","","","Good","Good","Full inspection","25/01/2023","10/03/2023",10246626,"Good","","","Good","Good"
"91","Ofsted Social Care Provider Webpage","2680525",NA,"Children's home","14/09/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","South Derbyshire","For profit",NA,2," ","","Orchard Children Homes Ltd","Full inspection","27/06/2023","10/08/2023",10274899,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good","Full inspection","31/01/2023","24/03/2023",10261017,"Requires improvement to be good","","","Requires improvement to be good","Inadequate"
"92","Ofsted Social Care Provider Webpage","2680726",NA,"Children's home","03/11/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Telford and Wrekin","Telford","For profit",NA,1,"","","Esland North Limited","Full inspection","21/06/2023","26/07/2023",10274900,"Good","","","Good","Good","","","",NA,"","","","",""
"93","Ofsted Social Care Provider Webpage","2682299",NA,"Children's home","18/08/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Sunderland","Houghton and Sunderland South","Third Sector",NA,4,"","","North East Autism Society","Full inspection","26/06/2023","04/08/2023",10274901,"Good","","","Good","Outstanding","Full inspection","20/03/2023","27/06/2023",10251770,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good"
