time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,year_breakdown,social_care_group,school_type,t_pupils,t_sess_possible,t_sess_overall,pt_overall,t_sess_authorised,pt_sess_authorised,t_sess_unauthorised,pt_sess_unauthorised,t_pupils_pa_10_exact,pt_pupils_pa_10_exact
201617,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,Six half terms,CLA 12 months at 31 March,Total,827,291877,13331,4.6,9744,3.3,3587,1.2,90,10.9
201617,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,Six half terms,CLA 12 months at 31 March,State-funded secondary,462,160384,7318,4.6,4557,2.8,2761,1.7,52,11.3
201617,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,Six half terms,CLA 12 months at 31 March,State-funded primary,255,92017,2875,3.1,2686,2.9,189,0.2,16,6.3
201617,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Six half terms,CLA 12 months at 31 March,Total,185,65546,2498,3.8,2106,3.2,392,0.6,18,9.7
201617,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Six half terms,CLA 12 months at 31 March,State-funded secondary,82,29009,952,3.3,765,2.6,187,0.6,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Six half terms,CLA 12 months at 31 March,State-funded primary,77,27905,1073,3.8,1022,3.7,51,0.2,7,9.1
201617,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Six half terms,CLA 12 months at 31 March,Total,157,54238,2603,4.8,2190,4,413,0.8,19,12.1
201617,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Six half terms,CLA 12 months at 31 March,State-funded secondary,68,23434,1185,5.1,992,4.2,193,0.8,10,14.7
201617,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Six half terms,CLA 12 months at 31 March,State-funded primary,59,21004,656,3.1,617,2.9,39,0.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Six half terms,CLA 12 months at 31 March,Special,23,7802,456,5.8,356,4.6,100,1.3,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,Six half terms,CLA 12 months at 31 March,Pupil referral unit,7,1998,306,15.3,225,11.3,81,4.1,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,Six half terms,CLA 12 months at 31 March,Total,223,76853,3904,5.1,3129,4.1,775,1,29,13
201617,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,Six half terms,CLA 12 months at 31 March,State-funded secondary,122,42401,2253,5.3,1750,4.1,503,1.2,16,13.1
201617,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,Six half terms,CLA 12 months at 31 March,State-funded primary,68,23732,768,3.2,731,3.1,37,0.2,7,10.3
201617,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,Six half terms,CLA 12 months at 31 March,Total,153,54448,3779,6.9,2156,4,1623,3,24,15.7
201617,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,Six half terms,CLA 12 months at 31 March,State-funded secondary,66,22557,1615,7.2,845,3.7,770,3.4,14,21.2
201617,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,Six half terms,CLA 12 months at 31 March,State-funded primary,63,23488,571,2.4,547,2.3,24,0.1,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,Six half terms,CLA 12 months at 31 March,Special,24,8403,1593,19,764,9.1,829,9.9,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,Six half terms,CLA 12 months at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
201617,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Six half terms,CLA 12 months at 31 March,Total,90,32214,1291,4,1140,3.5,151,0.5,8,8.9
201617,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Six half terms,CLA 12 months at 31 March,State-funded secondary,42,14489,550,3.8,432,3,118,0.8,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Six half terms,CLA 12 months at 31 March,State-funded primary,30,11195,146,1.3,136,1.2,10,0.1,0,0
201617,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Six half terms,CLA 12 months at 31 March,Total,68,23569,921,3.9,753,3.2,168,0.7,6,8.8
201617,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Six half terms,CLA 12 months at 31 March,State-funded secondary,36,12505,480,3.8,404,3.2,76,0.6,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Six half terms,CLA 12 months at 31 March,State-funded primary,20,6976,58,0.8,c,c,c,c,0,0
201617,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,Six half terms,CLA 12 months at 31 March,Total,277,98160,3822,3.9,2762,2.8,1060,1.1,28,10.1
201617,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,Six half terms,CLA 12 months at 31 March,State-funded secondary,114,40241,1928,4.8,1419,3.5,509,1.3,18,15.8
201617,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,Six half terms,CLA 12 months at 31 March,State-funded primary,131,46921,991,2.1,848,1.8,143,0.3,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,Six half terms,CLA 12 months at 31 March,Total,315,110338,4763,4.3,3939,3.6,824,0.7,32,10.2
201617,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,Six half terms,CLA 12 months at 31 March,State-funded secondary,163,55656,2349,4.2,1882,3.4,467,0.8,17,10.4
201617,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,Six half terms,CLA 12 months at 31 March,State-funded primary,104,38121,993,2.6,894,2.3,99,0.3,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Six half terms,CLA 12 months at 31 March,Total,69,24069,1330,5.5,1167,4.8,163,0.7,11,15.9
201617,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Six half terms,CLA 12 months at 31 March,State-funded secondary,37,12970,489,3.8,359,2.8,130,1,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Six half terms,CLA 12 months at 31 March,State-funded primary,19,6742,173,2.6,161,2.4,12,0.2,0,0
201617,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,Six half terms,CLA 12 months at 31 March,Total,245,84458,5111,6.1,3775,4.5,1336,1.6,30,12.2
201617,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,Six half terms,CLA 12 months at 31 March,State-funded secondary,120,40542,2574,6.3,1650,4.1,924,2.3,19,15.8
201617,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,Six half terms,CLA 12 months at 31 March,State-funded primary,65,22936,551,2.4,513,2.2,38,0.2,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Six half terms,CLA 12 months at 31 March,Total,35,12776,387,3,340,2.7,47,0.4,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Six half terms,CLA 12 months at 31 March,State-funded secondary,21,7492,289,3.9,266,3.6,23,0.3,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Six half terms,CLA 12 months at 31 March,State-funded primary,8,3036,56,1.8,38,1.3,18,0.6,0,0
201617,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Six half terms,CLA 12 months at 31 March,Total,21,7005,443,6.3,308,4.4,135,1.9,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Six half terms,CLA 12 months at 31 March,State-funded secondary,16,5658,205,3.6,153,2.7,52,0.9,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Six half terms,CLA 12 months at 31 March,State-funded primary,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,Six half terms,CLA 12 months at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
201617,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,Six half terms,CLA 12 months at 31 March,Total,64,22616,997,4.4,881,3.9,116,0.5,8,12.5
201617,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,Six half terms,CLA 12 months at 31 March,State-funded secondary,36,12292,530,4.3,458,3.7,72,0.6,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,Six half terms,CLA 12 months at 31 March,State-funded primary,18,6684,245,3.7,220,3.3,25,0.4,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Six half terms,CLA 12 months at 31 March,Total,109,38140,3182,8.3,2511,6.6,671,1.8,21,19.3
201617,Academic year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Six half terms,CLA 12 months at 31 March,State-funded secondary,62,21709,1577,7.3,1113,5.1,464,2.1,13,21
201617,Academic year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Six half terms,CLA 12 months at 31 March,State-funded primary,32,11668,445,3.8,414,3.5,31,0.3,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Six half terms,CLA 12 months at 31 March,Total,296,104495,6492,6.2,5053,4.8,1439,1.4,48,16.2
201617,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Six half terms,CLA 12 months at 31 March,State-funded secondary,148,51215,2779,5.4,2039,4,740,1.4,21,14.2
201617,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Six half terms,CLA 12 months at 31 March,State-funded primary,95,34823,1355,3.9,1198,3.4,157,0.5,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Six half terms,CLA 12 months at 31 March,Special,43,15712,1454,9.3,1313,8.4,141,0.9,12,27.9
201617,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,Six half terms,CLA 12 months at 31 March,Pupil referral unit,10,2745,904,32.9,503,18.3,401,14.6,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Six half terms,CLA 12 months at 31 March,Total,187,64585,2457,3.8,1958,3,499,0.8,16,8.6
201617,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Six half terms,CLA 12 months at 31 March,State-funded secondary,120,41156,1855,4.5,1422,3.5,433,1.1,13,10.8
201617,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Six half terms,CLA 12 months at 31 March,State-funded primary,57,20192,411,2,349,1.7,62,0.3,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Six half terms,CLA 12 months at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201617,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Six half terms,CLA 12 months at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
