time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,year_breakdown,social_care_group,school_type,t_pupils,t_sess_possible,t_sess_overall,pt_overall,t_sess_authorised,pt_sess_authorised,t_sess_unauthorised,pt_sess_unauthorised,t_pupils_pa_10_exact,pt_pupils_pa_10_exact
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Six half terms,CPPO at 31 March,Total,3070,1075240,141140,13.1,65750,6.1,75390,7,1180,38.2
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Six half terms,CPPO at 31 March,State-funded secondary,1080,367280,66310,18.1,26910,7.3,39400,10.7,570,52.6
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Six half terms,CPPO at 31 March,State-funded primary,1790,637610,54550,8.6,28680,4.5,25870,4.1,470,26.4
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Six half terms,CPPO at 31 March,Special,120,42160,7270,17.3,4480,10.6,2790,6.6,50,44.8
201819,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Six half terms,CPPO at 31 March,Pupil referral unit,90,28180,13010,46.2,5680,20.2,7330,26,80,92.3
201819,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Six half terms,CPPO at 31 March,Total,1750,609770,87810,14.4,45880,7.5,41930,6.9,700,39.7
201819,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Six half terms,CPPO at 31 March,State-funded secondary,580,199370,37660,18.9,15990,8,21670,10.9,280,48.2
201819,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Six half terms,CPPO at 31 March,State-funded primary,1030,363430,35040,9.6,21050,5.8,13990,3.8,320,31.3
201819,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Six half terms,CPPO at 31 March,Special,80,26160,4120,15.7,3110,11.9,1010,3.9,40,46.1
201819,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Six half terms,CPPO at 31 March,Pupil referral unit,70,20810,10990,52.8,5730,27.5,5260,25.3,60,87.9
201819,Academic year,Regional,E92000001,England,E12000007,London,,,,Six half terms,CPPO at 31 March,Total,3860,1355070,181130,13.4,76780,5.7,104340,7.7,1510,39.1
201819,Academic year,Regional,E92000001,England,E12000007,London,,,,Six half terms,CPPO at 31 March,State-funded secondary,1450,502530,83250,16.6,31190,6.2,52060,10.4,690,47.5
201819,Academic year,Regional,E92000001,England,E12000007,London,,,,Six half terms,CPPO at 31 March,State-funded primary,2090,748520,64320,8.6,33440,4.5,30880,4.1,600,28.5
201819,Academic year,Regional,E92000001,England,E12000007,London,,,,Six half terms,CPPO at 31 March,Special,180,64280,14580,22.7,6280,9.8,8300,12.9,100,55.2
201819,Academic year,Regional,E92000001,England,E12000007,London,,,,Six half terms,CPPO at 31 March,Pupil referral unit,130,39740,18980,47.8,5880,14.8,13100,33,120,90.2
201819,Academic year,Regional,E92000001,England,E12000008,South East,,,,Six half terms,CPPO at 31 March,Total,4320,1515890,226020,14.9,108590,7.2,117430,7.7,1840,42.5
201819,Academic year,Regional,E92000001,England,E12000008,South East,,,,Six half terms,CPPO at 31 March,State-funded secondary,1500,511730,111160,21.7,46290,9,64870,12.7,850,56.8
201819,Academic year,Regional,E92000001,England,E12000008,South East,,,,Six half terms,CPPO at 31 March,State-funded primary,2470,886400,80900,9.1,44850,5.1,36050,4.1,770,31
201819,Academic year,Regional,E92000001,England,E12000008,South East,,,,Six half terms,CPPO at 31 March,Special,240,83250,16400,19.7,9540,11.5,6850,8.2,120,49.2
201819,Academic year,Regional,E92000001,England,E12000008,South East,,,,Six half terms,CPPO at 31 March,Pupil referral unit,120,34510,17570,50.9,7920,22.9,9650,28,100,90.4
201819,Academic year,Regional,E92000001,England,E12000009,South West,,,,Six half terms,CPPO at 31 March,Total,2450,855360,126610,14.8,65880,7.7,60730,7.1,1040,42.6
201819,Academic year,Regional,E92000001,England,E12000009,South West,,,,Six half terms,CPPO at 31 March,State-funded secondary,860,291980,65170,22.3,27560,9.4,37610,12.9,490,57
201819,Academic year,Regional,E92000001,England,E12000009,South West,,,,Six half terms,CPPO at 31 March,State-funded primary,1370,489950,43340,8.8,26810,5.5,16530,3.4,420,30.4
201819,Academic year,Regional,E92000001,England,E12000009,South West,,,,Six half terms,CPPO at 31 March,Special,140,48900,6560,13.4,4500,9.2,2050,4.2,60,40.9
201819,Academic year,Regional,E92000001,England,E12000009,South West,,,,Six half terms,CPPO at 31 March,Pupil referral unit,90,24530,11550,47.1,7010,28.6,4540,18.5,80,94.1
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Six half terms,CPPO at 31 March,Total,1410,494400,68070,13.8,27280,5.5,40800,8.3,590,41.6
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Six half terms,CPPO at 31 March,State-funded secondary,550,188490,31830,16.9,11510,6.1,20320,10.8,270,49.5
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Six half terms,CPPO at 31 March,State-funded primary,760,272550,25160,9.2,12370,4.5,12800,4.7,240,32.2
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Six half terms,CPPO at 31 March,Special,50,18300,4240,23.1,1540,8.4,2700,14.7,30,51.9
201819,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Six half terms,CPPO at 31 March,Pupil referral unit,50,15060,6840,45.4,1860,12.3,4980,33.1,40,84.3
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Six half terms,CPPO at 31 March,Total,2450,860670,113060,13.1,49510,5.8,63550,7.4,920,37.6
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Six half terms,CPPO at 31 March,State-funded secondary,910,314040,51420,16.4,19680,6.3,31740,10.1,420,46.2
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Six half terms,CPPO at 31 March,State-funded primary,1330,475970,39150,8.2,21070,4.4,18080,3.8,350,26.4
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Six half terms,CPPO at 31 March,Special,130,45980,10350,22.5,4740,10.3,5610,12.2,70,56.6
201819,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Six half terms,CPPO at 31 March,Pupil referral unit,80,24670,12140,49.2,4020,16.3,8120,32.9,80,93.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Six half terms,CPPO at 31 March,Total,205,72885,10346,14.2,3972,5.4,6374,8.7,91,44.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Six half terms,CPPO at 31 March,State-funded secondary,67,24456,5116,20.9,1461,6,3655,14.9,40,59.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Six half terms,CPPO at 31 March,State-funded primary,132,46606,4786,10.3,2402,5.2,2384,5.1,48,36.4
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Six half terms,CPPO at 31 March,Total,42,14848,1667,11.2,748,5,919,6.2,16,38.1
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Six half terms,CPPO at 31 March,State-funded secondary,12,4114,549,13.3,325,7.9,224,5.4,6,50
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Six half terms,CPPO at 31 March,State-funded primary,28,10208,976,9.6,333,3.3,643,6.3,9,32.1
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Six half terms,CPPO at 31 March,Total,128,43394,4682,10.8,2189,5,2493,5.7,43,33.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Six half terms,CPPO at 31 March,State-funded secondary,37,10898,2291,21,786,7.2,1505,13.8,25,67.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Six half terms,CPPO at 31 March,State-funded primary,74,26821,1671,6.2,950,3.5,721,2.7,11,14.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Six half terms,CPPO at 31 March,Total,84,29304,4090,14,1811,6.2,2279,7.8,31,36.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Six half terms,CPPO at 31 March,State-funded secondary,29,9537,2832,29.7,1020,10.7,1812,19,19,65.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Six half terms,CPPO at 31 March,State-funded primary,51,18315,1141,6.2,710,3.9,431,2.4,11,21.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Six half terms,CPPO at 31 March,Total,123,41756,6467,15.5,2581,6.2,3886,9.3,55,44.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Six half terms,CPPO at 31 March,State-funded secondary,43,14343,3483,24.3,1069,7.5,2414,16.8,30,69.8
201819,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Six half terms,CPPO at 31 March,State-funded primary,69,23775,1797,7.6,1022,4.3,775,3.3,16,23.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Six half terms,CPPO at 31 March,Total,303,106065,15978,15.1,5485,5.2,10493,9.9,119,39.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Six half terms,CPPO at 31 March,State-funded secondary,112,36975,8621,23.3,2249,6.1,6372,17.2,63,56.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Six half terms,CPPO at 31 March,State-funded primary,169,61672,3717,6,2283,3.7,1434,2.3,37,21.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Six half terms,CPPO at 31 March,Total,68,24477,2094,8.6,929,3.8,1165,4.8,17,25
201819,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Six half terms,CPPO at 31 March,State-funded secondary,21,7582,1212,16,423,5.6,789,10.4,10,47.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Six half terms,CPPO at 31 March,State-funded primary,40,14428,652,4.5,420,2.9,232,1.6,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Six half terms,CPPO at 31 March,Total,208,74934,7143,9.5,4272,5.7,2871,3.8,52,25
201819,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Six half terms,CPPO at 31 March,State-funded secondary,94,33831,4713,13.9,2661,7.9,2052,6.1,35,37.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Six half terms,CPPO at 31 March,State-funded primary,103,37097,2060,5.6,1380,3.7,680,1.8,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Six half terms,CPPO at 31 March,Special,11,4006,370,9.2,231,5.8,139,3.5,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Six half terms,CPPO at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
201819,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Six half terms,CPPO at 31 March,Total,69,22870,2623,11.5,1318,5.8,1305,5.7,25,36.2
201819,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Six half terms,CPPO at 31 March,State-funded secondary,16,5153,1007,19.5,435,8.4,572,11.1,10,62.5
201819,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Six half terms,CPPO at 31 March,State-funded primary,48,16507,1031,6.2,550,3.3,481,2.9,11,22.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Six half terms,CPPO at 31 March,Total,85,29802,3093,10.4,1476,5,1617,5.4,29,34.1
201819,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Six half terms,CPPO at 31 March,State-funded secondary,23,8151,1764,21.6,471,5.8,1293,15.9,14,60.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Six half terms,CPPO at 31 March,State-funded primary,56,19610,985,5,791,4,194,1,11,19.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Six half terms,CPPO at 31 March,Total,131,46218,7989,17.3,2497,5.4,5492,11.9,61,46.6
201819,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Six half terms,CPPO at 31 March,State-funded secondary,37,12740,3490,27.4,1003,7.9,2487,19.5,26,70.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Six half terms,CPPO at 31 March,State-funded primary,80,28884,2773,9.6,1043,3.6,1730,6,23,28.7
201819,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Six half terms,CPPO at 31 March,Special,8,2898,799,27.6,225,7.8,574,19.8,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Six half terms,CPPO at 31 March,Pupil referral unit,6,1696,927,54.7,226,13.3,701,41.3,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Six half terms,CPPO at 31 March,Total,259,90734,11297,12.5,5371,5.9,5926,6.5,88,34
201819,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Six half terms,CPPO at 31 March,State-funded secondary,111,38769,7288,18.8,2921,7.5,4367,11.3,58,52.3
201819,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Six half terms,CPPO at 31 March,State-funded primary,132,47489,2661,5.6,1888,4,773,1.6,21,15.9
201819,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Six half terms,CPPO at 31 March,Total,119,42366,5756,13.6,2773,6.5,2983,7,44,37
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Six half terms,CPPO at 31 March,State-funded secondary,61,21125,3416,16.2,1619,7.7,1797,8.5,27,44.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Six half terms,CPPO at 31 March,State-funded primary,51,18923,1259,6.7,637,3.4,622,3.3,12,23.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Six half terms,CPPO at 31 March,Total,210,75796,7472,9.9,3290,4.3,4182,5.5,56,26.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Six half terms,CPPO at 31 March,State-funded secondary,56,19746,2882,14.6,1096,5.6,1786,9,24,42.9
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Six half terms,CPPO at 31 March,State-funded primary,138,50309,3082,6.1,1420,2.8,1662,3.3,24,17.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Six half terms,CPPO at 31 March,Special,10,3722,391,10.5,220,5.9,171,4.6,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Six half terms,CPPO at 31 March,Pupil referral unit,6,2019,1117,55.3,554,27.4,563,27.9,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Six half terms,CPPO at 31 March,Total,176,63086,7897,12.5,3433,5.4,4464,7.1,58,33
201819,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Six half terms,CPPO at 31 March,State-funded secondary,55,19568,3950,20.2,1525,7.8,2425,12.4,26,47.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Six half terms,CPPO at 31 March,State-funded primary,109,39841,3117,7.8,1606,4,1511,3.8,25,22.9
201819,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CPPO at 31 March,Total,106,35113,5236,14.9,2175,6.2,3061,8.7,48,45.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CPPO at 31 March,State-funded secondary,39,11244,2604,23.2,753,6.7,1851,16.5,22,56.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CPPO at 31 March,State-funded primary,62,21977,2030,9.2,998,4.5,1032,4.7,22,35.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CPPO at 31 March,Total,167,58317,8447,14.5,4624,7.9,3823,6.6,61,36.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CPPO at 31 March,State-funded secondary,57,19894,4500,22.6,2174,10.9,2326,11.7,35,61.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CPPO at 31 March,State-funded primary,100,34989,2671,7.6,1936,5.5,735,2.1,18,18
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Six half terms,CPPO at 31 March,Total,112,38708,5181,13.4,2531,6.5,2650,6.8,40,35.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Six half terms,CPPO at 31 March,State-funded secondary,31,10501,2408,22.9,1055,10,1353,12.9,19,61.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Six half terms,CPPO at 31 March,State-funded primary,72,24987,1586,6.3,1121,4.5,465,1.9,14,19.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Six half terms,CPPO at 31 March,Total,319,112692,15305,13.6,8382,7.4,6923,6.1,113,35.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Six half terms,CPPO at 31 March,State-funded secondary,119,41339,9091,22,3939,9.5,5152,12.5,63,52.9
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Six half terms,CPPO at 31 March,State-funded primary,182,65198,4655,7.1,3694,5.7,961,1.5,41,22.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Six half terms,CPPO at 31 March,Special,8,2668,164,6.1,127,4.8,37,1.4,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Six half terms,CPPO at 31 March,Pupil referral unit,10,3487,1395,40,622,17.8,773,22.2,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Six half terms,CPPO at 31 March,Total,61,21355,3201,15,974,4.6,2227,10.4,27,44.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Six half terms,CPPO at 31 March,State-funded secondary,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Six half terms,CPPO at 31 March,State-funded primary,42,14924,1380,9.2,627,4.2,753,5,15,35.7
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Six half terms,CPPO at 31 March,Pupil referral unit,0,z,z,z,z,z,z,z,z,z
201819,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Six half terms,CPPO at 31 March,Total,127,46427,8039,17.3,2020,4.4,6019,13,63,49.6
201819,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Six half terms,CPPO at 31 March,State-funded secondary,43,15669,3891,24.8,577,3.7,3314,21.2,27,62.8
201819,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Six half terms,CPPO at 31 March,State-funded primary,70,25957,2652,10.2,1023,3.9,1629,6.3,26,37.1
201819,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Six half terms,CPPO at 31 March,Special,6,2051,451,22,64,3.1,387,18.9,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Six half terms,CPPO at 31 March,Pupil referral unit,8,2750,1045,38,356,12.9,689,25.1,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Six half terms,CPPO at 31 March,Total,563,202496,28567,14.1,14945,7.4,13622,6.7,206,36.6
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Six half terms,CPPO at 31 March,State-funded secondary,194,68312,13363,19.6,5614,8.2,7749,11.3,98,50.5
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Six half terms,CPPO at 31 March,State-funded primary,312,115420,8113,7,4962,4.3,3151,2.7,70,22.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Six half terms,CPPO at 31 March,Special,28,9878,1590,16.1,1000,10.1,590,6,11,39.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Six half terms,CPPO at 31 March,Pupil referral unit,29,8886,5501,61.9,3369,37.9,2132,24,27,93.1
201819,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Six half terms,CPPO at 31 March,Total,291,102303,12732,12.4,4554,4.5,8178,8,117,40.2
201819,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Six half terms,CPPO at 31 March,State-funded secondary,100,33780,6914,20.5,1927,5.7,4987,14.8,55,55
201819,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Six half terms,CPPO at 31 March,State-funded primary,178,64692,4790,7.4,2200,3.4,2590,4,54,30.3
201819,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Six half terms,CPPO at 31 March,Special,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Six half terms,CPPO at 31 March,Pupil referral unit,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Six half terms,CPPO at 31 March,Total,448,161210,21383,13.3,7975,4.9,13408,8.3,163,36.4
201819,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Six half terms,CPPO at 31 March,State-funded secondary,157,55199,11288,20.4,2881,5.2,8407,15.2,85,54.1
201819,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Six half terms,CPPO at 31 March,State-funded primary,259,95508,6685,7,3386,3.5,3299,3.5,57,22
201819,Academic year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Six half terms,CPPO at 31 March,Special,22,7413,1896,25.6,923,12.5,973,13.1,c,c
