time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_read_eligible_pupils,t_read_met_expected_standard,pt_read_met_expected_standard,t_writta_eligible_pupils,t_writta_met_expected_standard,pt_writta_met_expected_standard,t_mat_eligible_pupils,t_mat_met_expected_standard,pt_mat_met_expected_standard,t_rwm_eligible_pupils,t_rwm_met_expected_standard,pt_rwm_met_expected_standard,t_gps_eligible_pupils,t_gps_met_expected_standard,pt_gps_met_expected_standard,t_scita_eligible_pupils,t_scita_met_expected_standard,pt_scita_met_expected_standard,t_read_progress_eligible_pupils,t_read_progress_score,avg_read_progress_score,avg_read_progress_score_lower_CI,avg_read_progress_score_upper_CI,t_writta_progress_eligible_pupils,t_writta_progress_score,avg_writta_progress_score,avg_writta_progress_score_lower_CI,avg_writta_progress_score_upper_CI,t_mat_progress_eligible_pupils,t_mat_progress_score,avg_mat_progress_score,avg_mat_progress_score_lower_CI,avg_mat_progress_score_upper_CI
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,CINO at 31 March,Revised,23,11,48,23,12,52,23,12,52,23,10,43,23,13,57,23,14,61,22,-57.15,-2.6,-5.18,-0.02,22,-54.17,-2.46,-4.84,-0.08,22,-23.35,-1.06,-3.31,1.19
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,CINO at 31 March,Revised,92,36,39,92,35,38,92,34,37,92,28,30,92,39,42,92,40,43,84,-201.63,-2.4,-3.72,-1.08,88,-244.73,-2.78,-3.97,-1.59,83,-256.18,-3.09,-4.25,-1.93
201819,Academic year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,CINO at 31 March,Revised,77,27,35,77,29,38,77,29,38,77,20,26,77,30,39,77,34,44,73,-110.68,-1.52,-2.93,-0.1,74,-172.19,-2.33,-3.62,-1.03,72,-144.31,-2,-3.25,-0.76
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,CINO at 31 March,Revised,54,19,35,54,20,37,54,20,37,54,14,26,54,21,39,54,23,43,51,-117.24,-2.3,-3.99,-0.6,53,-62.91,-1.19,-2.72,0.35,51,-84.49,-1.66,-3.14,-0.18
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,CINO at 31 March,Revised,180,94,52,180,96,53,180,103,57,180,75,42,180,99,55,180,103,57,160,127.1,0.79,-0.16,1.75,164,-54.01,-0.33,-1.2,0.54,159,68.51,0.43,-0.41,1.27
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,CINO at 31 March,Revised,35,19,54,35,18,51,35,17,49,35,13,37,35,17,49,35,17,49,32,-27.48,-0.86,-3,1.28,33,-60.75,-1.84,-3.78,0.1,33,-68.36,-2.07,-3.91,-0.23
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,CINO at 31 March,Revised,94,46,49,94,51,54,94,55,59,94,42,45,94,54,57,94,54,57,89,-214.28,-2.41,-3.69,-1.13,89,-132.13,-1.48,-2.67,-0.3,89,-100.85,-1.13,-2.25,-0.01
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,CINO at 31 March,Revised,56,22,39,56,24,43,56,25,45,56,18,32,56,27,48,56,29,52,50,-157.91,-3.16,-4.87,-1.45,52,-108.29,-2.08,-3.63,-0.53,50,-99.06,-1.98,-3.48,-0.49
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,CINO at 31 March,Revised,90,51,57,90,48,53,90,46,51,90,42,47,90,47,52,90,51,57,83,46.46,0.56,-0.77,1.89,83,0.33,k,-1.22,1.23,81,-72.63,-0.9,-2.07,0.28
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,CINO at 31 March,Revised,61,29,48,61,27,44,61,29,48,61,19,31,61,31,51,61,30,49,58,-120.97,-2.09,-3.67,-0.5,58,-161.85,-2.79,-4.26,-1.33,57,-210.72,-3.7,-5.1,-2.3
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,CINO at 31 March,Revised,164,70,43,164,78,48,164,87,53,164,60,37,164,77,47,164,89,54,152,-311.35,-2.05,-3.03,-1.07,156,-283.11,-1.81,-2.71,-0.92,149,-225.82,-1.52,-2.38,-0.65
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,CINO at 31 March,Revised,69,35,51,69,39,57,69,44,64,69,29,42,69,40,58,69,48,70,64,-54.24,-0.85,-2.36,0.67,65,-32.52,-0.5,-1.88,0.88,63,74.35,1.18,-0.15,2.51
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,CINO at 31 March,Revised,24,14,58,24,14,58,24,17,71,24,11,46,24,13,54,24,15,63,23,-35.64,-1.55,-4.07,0.97,23,-25.43,-1.11,-3.43,1.22,23,12.15,0.53,-1.67,2.73
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,CINO at 31 March,Revised,94,35,37,94,37,39,94,35,37,94,26,28,94,33,35,92,41,45,89,-177.74,-2,-3.28,-0.71,90,-212.02,-2.36,-3.53,-1.18,87,-239.36,-2.75,-3.88,-1.62
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,CINO at 31 March,Revised,47,25,53,46,26,57,47,29,62,46,18,39,47,29,62,46,28,61,45,-139.14,-3.09,-4.9,-1.29,44,-104.55,-2.38,-4.06,-0.69,45,-81.84,-1.82,-3.39,-0.24
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,CINO at 31 March,Revised,105,50,48,105,46,44,105,45,43,105,36,34,105,51,49,105,52,50,92,-151.26,-1.64,-2.91,-0.38,95,-217.98,-2.29,-3.44,-1.15,90,-183.4,-2.04,-3.15,-0.92
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,CINO at 31 March,Revised,99,33,33,99,53,54,99,50,51,99,28,28,99,47,47,99,49,49,94,-269.2,-2.86,-4.11,-1.62,95,-81.89,-0.86,-2.01,0.28,94,-188.95,-2.01,-3.1,-0.92
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,CINO at 31 March,Revised,46,16,35,46,18,39,46,18,39,46,11,24,46,16,35,46,18,39,43,-89.09,-2.07,-3.92,-0.23,44,-107.69,-2.45,-4.13,-0.76,43,-85.6,-1.99,-3.6,-0.38
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,CINO at 31 March,Revised,90,42,47,90,47,52,90,43,48,90,33,37,90,42,47,90,48,53,81,-76.02,-0.94,-2.28,0.41,81,-34.12,-0.42,-1.66,0.82,81,-127.78,-1.58,-2.75,-0.4
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,CINO at 31 March,Revised,215,99,46,215,101,47,215,107,50,215,72,33,215,103,48,215,112,52,206,-382.72,-1.86,-2.7,-1.01,208,-449.03,-2.16,-2.93,-1.38,206,-406.69,-1.97,-2.71,-1.24
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,CINO at 31 March,Revised,34,c,c,34,15,44,34,18,53,34,12,35,34,17,50,34,19,56,26,-8.97,-0.35,-2.72,2.03,26,-76.97,-2.96,-5.15,-0.77,26,-10.25,-0.39,-2.47,1.68
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,CINO at 31 March,Revised,84,40,48,84,44,52,84,40,48,84,30,36,84,44,52,84,50,60,76,-106,-1.39,-2.78,-0.01,76,-28.79,-0.38,-1.66,0.9,76,-150.53,-1.98,-3.19,-0.77
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,CINO at 31 March,Revised,131,59,45,131,71,54,131,70,53,131,49,37,131,70,53,131,75,57,124,-242.05,-1.95,-3.04,-0.87,124,-185.56,-1.5,-2.5,-0.49,124,-188.76,-1.52,-2.47,-0.57
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,CINO at 31 March,Revised,136,47,35,136,55,40,136,47,35,136,35,26,136,55,40,135,59,44,123,-376.84,-3.06,-4.15,-1.97,131,-381.84,-2.91,-3.89,-1.94,125,-375.08,-3,-3.95,-2.06
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,CINO at 31 March,Revised,83,42,51,83,42,51,83,47,57,83,31,37,83,45,54,83,44,53,74,-52.51,-0.71,-2.12,0.7,76,-21.52,-0.28,-1.56,1,74,8.93,0.12,-1.11,1.35
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,CINO at 31 March,Revised,126,68,54,126,63,50,126,68,54,126,45,36,126,68,54,126,74,59,122,-23.76,-0.19,-1.29,0.9,123,-73.05,-0.59,-1.6,0.41,123,-69.99,-0.57,-1.52,0.38
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,CINO at 31 March,Revised,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,CINO at 31 March,Revised,217,86,40,217,100,46,217,107,49,217,70,32,217,106,49,217,108,50,195,-345,-1.77,-2.64,-0.9,195,-416.21,-2.13,-2.93,-1.34,195,-195.3,-1,-1.76,-0.25
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,CINO at 31 March,Revised,108,41,38,108,49,45,108,47,44,108,32,30,108,55,51,108,52,48,98,-258.45,-2.64,-3.86,-1.41,100,-331.36,-3.31,-4.43,-2.2,98,-311.62,-3.18,-4.25,-2.11
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,CINO at 31 March,Revised,76,26,34,76,40,53,76,33,43,76,20,26,76,31,41,76,45,59,73,-247.04,-3.38,-4.8,-1.97,73,-46.22,-0.63,-1.94,0.67,73,-180.74,-2.48,-3.71,-1.24
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,CINO at 31 March,Revised,22,c,c,22,6,27,22,6,27,22,c,c,22,6,27,22,6,27,18,-84.95,-4.72,-7.57,-1.87,18,-49.81,-2.77,-5.4,-0.14,18,-88.08,-4.89,-7.38,-2.4
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,CINO at 31 March,Revised,115,63,55,115,66,57,115,66,57,115,53,46,115,73,63,115,70,61,110,-99.16,-0.9,-2.06,0.25,110,-81.29,-0.74,-1.8,0.33,110,-172.89,-1.57,-2.58,-0.56
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,CINO at 31 March,Revised,46,16,35,46,16,35,46,17,37,46,12,26,46,20,43,46,19,41,43,-15.69,-0.36,-2.21,1.48,44,-30.5,-0.69,-2.38,0.99,44,-6.05,-0.14,-1.73,1.46
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,CINO at 31 March,Revised,34,19,56,34,18,53,34,16,47,34,11,32,34,17,50,34,21,62,34,-79.24,-2.33,-4.41,-0.26,34,-74.31,-2.19,-4.1,-0.27,34,-72.51,-2.13,-3.94,-0.32
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,CINO at 31 March,Revised,193,78,40,193,87,45,193,82,42,193,57,30,193,88,46,193,98,51,182,-450.72,-2.48,-3.37,-1.58,186,-480.11,-2.58,-3.4,-1.76,182,-413.32,-2.27,-3.05,-1.49
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,CINO at 31 March,Revised,134,57,43,134,58,43,134,63,47,134,43,32,134,60,45,134,64,48,126,-297.98,-2.36,-3.44,-1.29,130,-340.43,-2.62,-3.6,-1.64,128,-297.08,-2.32,-3.25,-1.39
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,CINO at 31 March,Revised,34,6,18,34,6,18,34,6,18,34,c,c,34,6,18,34,6,18,28,-61.64,-2.2,-4.49,0.09,31,-109.08,-3.52,-5.52,-1.51,27,-109.24,-4.05,-6.08,-2.01
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,CINO at 31 March,Revised,80,35,44,80,39,49,80,42,53,80,27,34,80,37,46,80,44,55,74,-103.8,-1.4,-2.81,k,72,-74.11,-1.03,-2.34,0.29,74,-104.87,-1.42,-2.65,-0.19
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,CINO at 31 March,Revised,147,65,44,147,65,44,147,60,41,147,46,31,147,63,43,147,71,48,134,-281.82,-2.1,-3.15,-1.06,137,-446.1,-3.26,-4.21,-2.3,133,-459.41,-3.45,-4.37,-2.54
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,CINO at 31 March,Revised,51,26,51,51,23,45,51,23,45,51,16,31,51,27,53,51,30,59,46,-30.75,-0.67,-2.45,1.12,48,-100.71,-2.1,-3.71,-0.49,46,-141.46,-3.08,-4.63,-1.52
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,CINO at 31 March,Revised,85,39,46,85,39,46,85,37,44,85,26,31,85,42,49,85,46,54,76,-74,-0.97,-2.36,0.41,80,-170.96,-2.14,-3.38,-0.89,75,-97.51,-1.3,-2.52,-0.08
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,CINO at 31 March,Revised,47,18,38,46,19,41,47,16,34,46,8,17,47,20,43,46,26,57,43,-176.35,-4.1,-5.95,-2.26,44,-161.04,-3.66,-5.34,-1.98,43,-226.21,-5.26,-6.87,-3.65
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,CINO at 31 March,Revised,101,56,55,100,47,47,100,40,40,100,36,36,100,54,54,100,50,50,90,-167.15,-1.86,-3.13,-0.58,92,-303.95,-3.3,-4.47,-2.14,89,-216.94,-2.44,-3.56,-1.32
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,CINO at 31 March,Revised,28,11,39,28,13,46,28,12,43,28,10,36,28,13,46,28,13,46,26,-48.28,-1.86,-4.23,0.52,27,-109.76,-4.07,-6.21,-1.92,26,-76.4,-2.94,-5.01,-0.87
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,CINO at 31 March,Revised,195,73,37,195,90,46,195,83,43,195,59,30,195,87,45,195,92,47,174,-496.77,-2.86,-3.77,-1.94,180,-451.66,-2.51,-3.34,-1.68,173,-422.93,-2.44,-3.25,-1.64
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,CINO at 31 March,Revised,140,46,33,140,45,32,140,43,31,140,33,24,140,46,33,140,49,35,130,-362.19,-2.79,-3.85,-1.72,133,-421.96,-3.17,-4.14,-2.2,130,-446.97,-3.44,-4.36,-2.51
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,CINO at 31 March,Revised,54,15,28,54,16,30,54,15,28,54,12,22,54,18,33,54,20,37,51,-91.15,-1.79,-3.48,-0.09,51,-104.22,-2.04,-3.61,-0.48,51,-121.55,-2.38,-3.86,-0.9
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,CINO at 31 March,Revised,108,44,41,108,42,39,108,49,45,108,31,29,108,40,37,108,52,48,104,-272.03,-2.62,-3.8,-1.43,105,-381.73,-3.64,-4.72,-2.55,104,-271.71,-2.61,-3.65,-1.58
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,CINO at 31 March,Revised,41,17,41,41,16,39,41,18,44,41,11,27,41,19,46,41,17,41,36,-58.94,-1.64,-3.65,0.38,38,-107.91,-2.84,-4.65,-1.03,39,-95.88,-2.46,-4.15,-0.77
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,CINO at 31 March,Revised,40,15,38,40,17,43,40,15,38,40,12,30,40,13,33,40,16,40,38,-71.23,-1.87,-3.84,0.09,38,-36.09,-0.95,-2.76,0.86,38,-105.03,-2.76,-4.48,-1.05
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,CINO at 31 March,Revised,80,26,33,78,27,35,80,25,31,78,18,23,80,32,40,78,32,41,72,-245.33,-3.41,-4.83,-1.98,72,-196.92,-2.74,-4.05,-1.42,72,-248.71,-3.45,-4.7,-2.21
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,CINO at 31 March,Revised,62,29,47,62,30,48,62,30,48,62,23,37,62,31,50,62,30,48,59,-58.24,-0.99,-2.56,0.59,59,-61.57,-1.04,-2.5,0.41,59,-26.36,-0.45,-1.82,0.93
201819,Academic year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,CINO at 31 March,Revised,44,26,59,44,24,55,44,23,52,44,15,34,44,25,57,44,22,50,40,-99.29,-2.48,-4.4,-0.57,41,-95.34,-2.33,-4.07,-0.58,40,-112.41,-2.81,-4.48,-1.14
201819,Academic year,Local authority,E92000001,England,E12000008,South East,846,Brighton and Hove,E06000043,CINO at 31 March,Revised,69,40,58,69,33,48,69,33,48,69,25,36,69,38,55,69,47,68,65,-66.51,-1.02,-2.52,0.48,67,-180.26,-2.69,-4.05,-1.33,63,-224.42,-3.56,-4.89,-2.23
201819,Academic year,Local authority,E92000001,England,E12000008,South East,825,Buckinghamshire,E06000060,CINO at 31 March,Revised,116,42,36,116,44,38,116,38,33,116,26,22,116,47,41,116,47,41,105,-202.88,-1.93,-3.11,-0.75,105,-192.53,-1.83,-2.92,-0.74,105,-273.66,-2.61,-3.64,-1.58
201819,Academic year,Local authority,E92000001,England,E12000008,South East,845,East Sussex,E10000011,CINO at 31 March,Revised,86,38,44,86,40,47,86,34,40,86,26,30,86,34,40,86,50,58,78,-123.05,-1.58,-2.95,-0.21,77,-183.97,-2.39,-3.66,-1.12,78,-257.21,-3.3,-4.49,-2.1
201819,Academic year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,CINO at 31 March,Revised,315,135,43,315,156,50,315,146,46,315,103,33,315,141,45,315,172,55,279,-565.79,-2.03,-2.75,-1.3,294,-572.74,-1.95,-2.6,-1.3,279,-719.8,-2.58,-3.21,-1.95
201819,Academic year,Local authority,E92000001,England,E12000008,South East,921,Isle of Wight,E06000046,CINO at 31 March,Revised,26,14,54,26,12,46,26,14,54,26,10,38,26,13,50,26,16,62,23,-35.59,-1.55,-4.07,0.98,23,-43.35,-1.88,-4.21,0.44,23,-42.22,-1.84,-4.04,0.37
201819,Academic year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,CINO at 31 March,Revised,298,136,46,298,154,52,298,133,45,298,109,37,298,125,42,298,156,52,274,-230.67,-0.84,-1.57,-0.11,278,-251.99,-0.91,-1.58,-0.24,271,-635.63,-2.35,-2.99,-1.7
201819,Academic year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,CINO at 31 March,Revised,85,40,47,85,40,47,85,42,49,85,32,38,85,40,47,85,40,47,76,-124.2,-1.63,-3.02,-0.25,79,-213.33,-2.7,-3.96,-1.44,76,-193.77,-2.55,-3.76,-1.34
201819,Academic year,Local authority,E92000001,England,E12000008,South East,826,Milton Keynes,E06000042,CINO at 31 March,Revised,83,32,39,83,28,34,83,28,34,83,20,24,83,31,37,83,30,36,71,-221.43,-3.12,-4.55,-1.68,72,-303.77,-4.22,-5.53,-2.9,70,-330.19,-4.72,-5.98,-3.45
201819,Academic year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,CINO at 31 March,Revised,151,64,42,151,68,45,151,67,44,151,47,31,151,69,46,151,78,52,138,-299.15,-2.17,-3.2,-1.14,139,-319.12,-2.3,-3.24,-1.35,138,-351.44,-2.55,-3.45,-1.65
201819,Academic year,Local authority,E92000001,England,E12000008,South East,851,Portsmouth,E06000044,CINO at 31 March,Revised,37,15,41,37,20,54,37,20,54,37,15,41,37,18,49,37,20,54,34,-201.46,-5.93,-8,-3.85,35,-169.63,-4.85,-6.73,-2.96,35,-161.82,-4.62,-6.41,-2.84
201819,Academic year,Local authority,E92000001,England,E12000008,South East,870,Reading,E06000038,CINO at 31 March,Revised,46,25,54,46,28,61,46,29,63,46,20,43,46,29,63,46,27,59,43,-81.03,-1.88,-3.73,-0.04,43,-102.81,-2.39,-4.09,-0.69,43,-140.87,-3.28,-4.89,-1.67
201819,Academic year,Local authority,E92000001,England,E12000008,South East,871,Slough,E06000039,CINO at 31 March,Revised,54,28,52,54,29,54,54,28,52,54,24,44,54,27,50,54,32,59,49,21.15,0.43,-1.3,2.16,50,-17.1,-0.34,-1.92,1.24,49,-17.7,-0.36,-1.87,1.15
201819,Academic year,Local authority,E92000001,England,E12000008,South East,852,Southampton,E06000045,CINO at 31 March,Revised,90,37,41,90,38,42,90,40,44,90,29,32,90,40,44,90,46,51,75,-122.88,-1.64,-3.04,-0.24,78,-204.83,-2.63,-3.89,-1.36,76,-156.15,-2.05,-3.27,-0.84
201819,Academic year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,CINO at 31 March,Revised,189,75,40,189,73,39,189,79,42,189,53,28,189,77,41,189,85,45,171,-347.34,-2.03,-2.96,-1.11,178,-617.98,-3.47,-4.31,-2.64,171,-433.39,-2.53,-3.34,-1.73
201819,Academic year,Local authority,E92000001,England,E12000008,South East,869,West Berkshire,E06000037,CINO at 31 March,Revised,40,15,38,40,18,45,40,14,35,40,13,33,40,16,40,40,18,45,36,-143.03,-3.97,-5.99,-1.96,36,-61.58,-1.71,-3.57,0.15,36,-117.98,-3.28,-5.04,-1.52
201819,Academic year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,CINO at 31 March,Revised,152,72,47,152,77,51,152,72,47,152,57,38,152,75,49,152,86,57,142,-256.23,-1.8,-2.82,-0.79,147,-376.5,-2.56,-3.48,-1.64,143,-347,-2.43,-3.31,-1.54
201819,Academic year,Local authority,E92000001,England,E12000008,South East,868,Windsor and Maidenhead,E06000040,CINO at 31 March,Revised,24,10,42,24,9,38,24,10,42,24,7,29,24,10,42,24,11,46,21,-82.64,-3.94,-6.58,-1.29,21,-74.87,-3.57,-6,-1.13,21,-65.2,-3.1,-5.41,-0.8
201819,Academic year,Local authority,E92000001,England,E12000008,South East,872,Wokingham,E06000041,CINO at 31 March,Revised,32,13,41,32,17,53,32,15,47,32,8,25,32,16,50,32,18,56,29,-99.65,-3.44,-5.68,-1.19,30,-72.4,-2.41,-4.45,-0.38,29,-118.27,-4.08,-6.04,-2.12
201819,Academic year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,CINO at 31 March,Revised,22,7,32,22,8,36,22,8,36,22,c,c,22,10,45,22,9,41,19,-54.86,-2.89,-5.66,-0.11,19,-54.74,-2.88,-5.44,-0.32,19,-90.65,-4.77,-7.19,-2.35
201819,Academic year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,CINO at 31 March,Revised,34,17,50,34,16,47,34,16,47,34,12,35,34,15,44,34,19,56,32,-74.14,-2.32,-4.46,-0.18,32,-49.98,-1.56,-3.53,0.41,32,-85.26,-2.66,-4.53,-0.8
201819,Academic year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,CINO at 31 March,Revised,87,34,39,87,41,47,87,42,48,87,29,33,87,41,47,87,43,49,81,-184.8,-2.28,-3.63,-0.94,82,-194.14,-2.37,-3.6,-1.14,79,-245.89,-3.11,-4.3,-1.92
201819,Academic year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,CINO at 31 March,Revised,148,59,40,148,67,45,148,60,41,148,42,28,148,60,41,148,72,49,136,-223.87,-1.65,-2.68,-0.61,140,-285.93,-2.04,-2.99,-1.1,136,-418.08,-3.07,-3.98,-2.17
201819,Academic year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,CINO at 31 March,Revised,163,63,39,163,66,40,163,65,40,163,41,25,163,64,39,163,71,44,148,-439.08,-2.97,-3.96,-1.97,150,-496.53,-3.31,-4.22,-2.4,148,-658.2,-4.45,-5.32,-3.58
201819,Academic year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,CINO at 31 March,Revised,75,42,56,75,37,49,75,42,56,75,26,35,75,44,59,75,43,57,70,-82.17,-1.17,-2.62,0.27,72,-209.16,-2.91,-4.22,-1.59,70,-196.18,-2.8,-4.07,-1.54
201819,Academic year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,CINO at 31 March,Revised,127,79,62,127,63,50,127,74,58,127,54,43,127,72,57,127,78,61,122,-83.78,-0.69,-1.78,0.41,124,-270.1,-2.18,-3.18,-1.18,123,-213.42,-1.74,-2.69,-0.78
201819,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CINO at 31 March,Revised,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
201819,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CINO at 31 March,Revised,21,7,33,21,9,43,21,6,29,21,c,c,21,7,33,21,10,48,17,-91.53,-5.38,-8.32,-2.45,20,-68.47,-3.42,-5.92,-0.93,17,-103.44,-6.08,-8.65,-3.52
201819,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CINO at 31 March,Revised,42,23,55,41,26,63,42,24,57,41,21,51,42,26,62,41,27,66,40,36.97,0.92,-0.99,2.84,41,72.51,1.77,0.03,3.51,40,29.75,0.74,-0.93,2.41
201819,Academic year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,CINO at 31 March,Revised,27,9,33,27,8,30,27,11,41,27,c,c,27,c,c,27,10,37,23,-79.56,-3.46,-5.98,-0.94,24,-77.78,-3.24,-5.52,-0.96,22,-60.46,-2.75,-5,-0.5
201819,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CINO at 31 March,Revised,78,36,46,78,33,42,78,32,41,78,27,35,78,35,45,78,39,50,66,-151.04,-2.29,-3.78,-0.8,72,-224.87,-3.12,-4.44,-1.81,67,-260.32,-3.89,-5.18,-2.59
201819,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CINO at 31 March,Revised,73,38,52,73,41,56,73,39,53,73,30,41,73,42,58,73,47,64,70,-111.13,-1.59,-3.03,-0.14,72,-127.88,-1.78,-3.09,-0.46,71,-103.05,-1.45,-2.71,-0.2
201819,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CINO at 31 March,Revised,77,34,44,77,36,47,77,36,47,77,23,30,77,33,43,77,46,60,72,-136.26,-1.89,-3.32,-0.47,73,-198.68,-2.72,-4.03,-1.42,72,-171.93,-2.39,-3.63,-1.14
