time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,version,t_read_eligible_pupils,t_read_met_expected_standard,pt_read_met_expected_standard,t_writta_eligible_pupils,t_writta_met_expected_standard,pt_writta_met_expected_standard,t_mat_eligible_pupils,t_mat_met_expected_standard,pt_mat_met_expected_standard,t_rwm_eligible_pupils,t_rwm_met_expected_standard,pt_rwm_met_expected_standard,t_gps_eligible_pupils,t_gps_met_expected_standard,pt_gps_met_expected_standard,t_scita_eligible_pupils,t_scita_met_expected_standard,pt_scita_met_expected_standard,t_read_progress_eligible_pupils,t_read_progress_score,avg_read_progress_score,avg_read_progress_score_lower_CI,avg_read_progress_score_upper_CI,t_writta_progress_eligible_pupils,t_writta_progress_score,avg_writta_progress_score,avg_writta_progress_score_lower_CI,avg_writta_progress_score_upper_CI,t_mat_progress_eligible_pupils,t_mat_progress_score,avg_mat_progress_score,avg_mat_progress_score_lower_CI,avg_mat_progress_score_upper_CI
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CINO at 31 March,Revised,63,39,62,63,35,56,63,34,54,63,26,41,63,35,56,63,43,68,58,-10.47072595,-0.18,-1.8,1.44,58,10.6551108,0.18,-1.37,1.74,57,-63.07292238,-1.11,-2.63,0.41
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CINO at 31 March,Revised,59,24,41,58,16,28,59,19,32,58,13,22,59,20,34,59,26,44,55,-176.2791939,-3.21,-4.87,-1.54,55,-206.2779795,-3.75,-5.35,-2.15,56,-227.2864702,-4.06,-5.59,-2.53
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CINO at 31 March,Revised,121,74,61,121,69,57,121,64,53,121,57,47,121,73,60,121,75,62,108,-3.17390657,-0.03,-1.22,1.16,108,107.9929737,1,-0.14,2.14,108,65.57667502,0.61,-0.5,1.71
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CINO at 31 March,Revised,60,28,47,60,21,35,60,25,42,60,18,30,60,23,38,60,26,43,56,-169.2203629,-3.02,-4.67,-1.37,56,-131.2847552,-2.34,-3.93,-0.76,56,-156.6700751,-2.8,-4.33,-1.26
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CINO at 31 March,Revised,98,47,48,97,48,49,98,53,54,97,38,39,98,47,48,97,59,61,91,-106.2296778,-1.17,-2.46,0.12,92,-39.33159059,-0.43,-1.66,0.81,90,-94.73748657,-1.05,-2.26,0.16
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CINO at 31 March,Revised,46,19,41,46,17,37,46,16,35,46,14,30,46,20,43,46,17,37,39,-20.29669726,-0.52,-2.49,1.45,39,-46.83041589,-1.2,-3.1,0.69,39,-51.73896049,-1.33,-3.16,0.51
202122,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CINO at 31 March,Revised,27,15,56,27,13,48,27,12,44,27,10,37,27,18,67,27,14,52,26,-25.86239558,-0.99,-3.41,1.42,26,-49.51874242,-1.9,-4.23,0.42,25,-46.97083164,-1.88,-4.17,0.42
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CINO at 31 March,Revised,100,55,55,100,41,41,100,50,50,100,35,35,96,46,48,100,49,49,86,-55.324913,-0.64,-1.97,0.69,90,-166.5679719,-1.85,-3.1,-0.6,85,-146.1432543,-1.72,-2.96,-0.48
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CINO at 31 March,Revised,35,18,51,35,16,46,35,18,51,35,14,40,35,20,57,35,20,57,33,40.17925367,1.22,-0.93,3.36,33,-18.8116004,-0.57,-2.63,1.49,33,26.26844063,0.8,-1.2,2.79
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CINO at 31 March,Revised,34,10,29,34,6,18,34,c,c,34,c,c,34,6,18,34,7,21,33,-123.7786544,-3.75,-5.9,-1.61,33,-101.3391756,-3.07,-5.13,-1.01,32,-108.7305236,-3.4,-5.43,-1.37
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CINO at 31 March,Revised,92,44,48,91,38,42,91,38,42,90,30,33,92,41,45,91,47,52,82,-87.82877113,-1.07,-2.43,0.29,82,-42.92754283,-0.52,-1.83,0.78,81,-65.21754741,-0.81,-2.08,0.47
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CINO at 31 March,Revised,73,36,49,73,33,45,73,38,52,73,26,36,73,39,53,73,40,55,68,-209.5293375,-3.08,-4.58,-1.59,68,-159.4772115,-2.35,-3.78,-0.91,68,-185.1559929,-2.72,-4.11,-1.33
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CINO at 31 March,Revised,65,26,40,65,19,29,65,20,31,65,16,25,65,19,29,65,21,32,60,-146.6446411,-2.44,-4.04,-0.85,60,-164.8312507,-2.75,-4.28,-1.22,60,-220.0987844,-3.67,-5.15,-2.19
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CINO at 31 March,Revised,78,32,41,77,28,36,78,34,44,77,21,27,78,36,46,77,35,45,73,-36.35651998,-0.5,-1.94,0.94,72,-103.597704,-1.44,-2.83,-0.04,72,-19.53537446,-0.27,-1.62,1.08
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CINO at 31 March,Revised,23,7,30,23,c,c,23,6,26,23,c,c,23,6,26,23,6,26,23,-13.40979771,-0.58,-3.15,1.99,23,-24.27767043,-1.06,-3.52,1.41,22,-36.7680219,-1.67,-4.12,0.77
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CINO at 31 March,Revised,63,25,40,63,21,33,63,25,40,63,19,30,63,26,41,63,22,35,57,-118.4344816,-2.08,-3.71,-0.45,57,-101.1242098,-1.77,-3.34,-0.21,56,-87.18178912,-1.56,-3.09,-0.02
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CINO at 31 March,Revised,64,24,38,64,21,33,64,23,36,64,18,28,61,23,38,64,25,39,58,-137.9778285,-2.38,-4,-0.76,59,-161.4368276,-2.74,-4.28,-1.2,58,-125.3639961,-2.16,-3.67,-0.66
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CINO at 31 March,Revised,31,12,39,31,9,29,31,9,29,31,6,19,31,9,29,31,14,45,27,-126.3378315,-4.68,-7.05,-2.31,27,-102.2112056,-3.79,-6.06,-1.51,27,-118.4970523,-4.39,-6.6,-2.18
202122,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CINO at 31 March,Revised,77,29,38,75,27,36,77,26,34,75,19,25,77,31,40,75,31,41,65,-162.3791162,-2.5,-4.03,-0.97,65,-88.97399629,-1.37,-2.84,0.1,65,-149.7673216,-2.3,-3.73,-0.88
