time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,social_care_group,t_pupils,t_no_identified_SEN,t_all_SEN,t_SEN_support,t_statement_or_EHC_plan,t_ASD,t_HI,t_MLD,t_MSI,t_NSA,t_OTH,t_PD,t_PMLD,t_SEMH,t_SLCN,t_SLD,t_SPLD,t_VI,pt_no_identified_SEN,pt_all_SEN,pt_SEN_support,pt_statement_or_EHC_plan,pt_ASD,pt_HI,pt_MLD,pt_MSI,pt_NSA,pt_OTH,pt_PD,pt_PMLD,pt_SEMH,pt_SLCN,pt_SLD,pt_SPLD,pt_VI
201920,Academic year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,CPPO at 31 March,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201920,Academic year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,CPPO at 31 March,24,8,16,c,c,0,0,c,c,0,c,c,0,c,0,c,c,0,33.3,66.7,c,c,0,0,c,c,0,c,c,0,c,0,c,c,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,CPPO at 31 March,205,123,82,68,14,c,0,7,0,c,c,c,0,39,21,c,c,0,60,40,33.2,6.8,c,0,8.5,0,c,c,c,0,47.6,25.6,c,c,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CPPO at 31 March,180,108,72,59,13,0,c,c,0,c,c,c,c,43,11,c,c,0,60,40,32.8,7.2,0,c,c,0,c,c,c,c,59.7,15.3,c,c,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,CPPO at 31 March,124,70,54,35,19,c,0,9,0,c,c,0,0,21,c,c,c,c,56.5,43.5,28.2,15.3,c,0,16.7,0,c,c,0,0,38.9,c,c,c,c
201920,Academic year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,CPPO at 31 March,120,69,51,36,15,c,c,6,0,c,c,c,0,22,7,0,c,0,57.5,42.5,30,12.5,c,c,11.8,0,c,c,c,0,43.1,13.7,0,c,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,CPPO at 31 March,143,71,72,41,31,c,c,15,0,c,c,c,0,30,11,c,c,0,49.7,50.3,28.7,21.7,c,c,20.8,0,c,c,c,0,41.7,15.3,c,c,0
201920,Academic year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,CPPO at 31 March,221,133,88,63,25,9,0,15,0,c,c,c,0,32,21,c,c,0,60.2,39.8,28.5,11.3,10.2,0,17,0,c,c,c,0,36.4,23.9,c,c,0
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CPPO at 31 March,152,87,65,45,20,c,c,0,0,c,c,c,c,32,12,c,6,c,57.2,42.8,29.6,13.2,c,c,0,0,c,c,c,c,49.2,18.5,c,9.2,c
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CPPO at 31 March,c,c,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,c,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CPPO at 31 March,130,79,51,39,12,c,c,6,c,6,c,0,0,20,10,c,c,0,60.8,39.2,30,9.2,c,c,11.8,c,11.8,c,0,0,39.2,19.6,c,c,0
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CPPO at 31 March,91,59,32,25,7,c,c,c,0,c,c,c,0,11,7,0,c,c,64.8,35.2,27.5,7.7,c,c,c,0,c,c,c,0,34.4,21.9,0,c,c
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CPPO at 31 March,88,58,30,19,11,c,0,c,0,c,0,c,c,7,8,0,c,0,65.9,34.1,21.6,12.5,c,0,c,0,c,0,c,c,23.3,26.7,0,c,0
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CPPO at 31 March,144,81,63,55,8,8,0,c,0,c,9,c,0,26,13,0,c,0,56.3,43.8,38.2,5.6,12.7,0,c,0,c,14.3,c,0,41.3,20.6,0,c,0
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CPPO at 31 March,27,17,10,c,c,c,0,0,0,0,0,0,c,c,c,c,0,0,63,37,c,c,c,0,0,0,0,0,0,c,c,c,c,0,0
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CPPO at 31 March,140,78,62,45,17,9,0,6,0,c,c,0,0,20,16,c,c,0,55.7,44.3,32.1,12.1,14.5,0,9.7,0,c,c,0,0,32.3,25.8,c,c,0
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CPPO at 31 March,137,78,59,40,19,7,c,c,0,c,c,c,0,23,11,c,7,0,56.9,43.1,29.2,13.9,11.9,c,c,0,c,c,c,0,39,18.6,c,11.9,0
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CPPO at 31 March,264,182,82,64,18,9,c,6,0,c,c,c,c,24,24,c,c,c,68.9,31.1,24.2,6.8,11,c,7.3,0,c,c,c,c,29.3,29.3,c,c,c
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CPPO at 31 March,204,123,81,59,22,8,c,13,0,c,0,c,0,32,17,0,c,0,60.3,39.7,28.9,10.8,9.9,c,16,0,c,0,c,0,39.5,21,0,c,0
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CPPO at 31 March,163,102,61,42,19,6,c,c,0,c,c,0,c,21,24,0,c,0,62.6,37.4,25.8,11.7,9.8,c,c,0,c,c,0,c,34.4,39.3,0,c,0
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CPPO at 31 March,158,88,70,48,22,12,c,c,0,c,c,c,0,31,10,0,c,c,55.7,44.3,30.4,13.9,17.1,c,c,0,c,c,c,0,44.3,14.3,0,c,c
201920,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CPPO at 31 March,35,22,13,7,6,c,0,c,0,0,0,0,c,c,c,0,c,0,62.9,37.1,20,17.1,c,0,c,0,0,0,0,c,c,c,0,c,0
201920,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CPPO at 31 March,214,140,74,64,10,c,0,18,0,c,c,c,c,29,17,c,c,0,65.4,34.6,29.9,4.7,c,0,24.3,0,c,c,c,c,39.2,23,c,c,0
