LA,LA Name,LineNumber,CYPServiceDescription,ReportGroup,OwnProvision,PrivateProvision,OtherPublic,Voluntary,TotalExpenditure,Income,NetCurrentExpenditure,GovGrantsInsideAEF,GovGrantsOutsideAEF,LEANetRevenueExpenditure
800,Bath and North East Somerset,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,645569,0,0,0,645569,0,645569,0,0,645569
800,Bath and North East Somerset,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,2219423,0,0,502402,2721825,113785,2608040,1554122,0,1053918
800,Bath and North East Somerset,5,5 Residential care,CHILDREN LOOKED AFTER,2019744,0,0,0,2019744,1092258,927486,0,0,927486
800,Bath and North East Somerset,6,6 Fostering services,CHILDREN LOOKED AFTER,2733834,2310686,0,0,5044520,542353,4502167,10697,0,4491470
800,Bath and North East Somerset,7,7 Adoption services,CHILDREN LOOKED AFTER,471810,0,0,0,471810,65086,406724,3056,0,403668
800,Bath and North East Somerset,8,8 Special guardianship support,CHILDREN LOOKED AFTER,114420,0,0,0,114420,0,114420,0,0,114420
800,Bath and North East Somerset,9,9 Other children looked after,CHILDREN LOOKED AFTER,190819,0,0,0,190819,3508,187311,0,0,187311
800,Bath and North East Somerset,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,12,12  Education of looked after children,CHILDREN LOOKED AFTER,141558,0,0,0,141558,31782,109776,0,0,109776
800,Bath and North East Somerset,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,434781,0,0,0,434781,60681,374100,0,0,374100
800,Bath and North East Somerset,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,6106966,2310686,0,0,8417652,1795668,6621984,13753,0,6608231
800,Bath and North East Somerset,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,1189518,0,0,0,1189518,236312,953206,361603,0,591603
800,Bath and North East Somerset,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,3146479,0,0,0,3146479,141370,3005109,0,0,3005109
800,Bath and North East Somerset,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,2002789,0,0,0,2002789,397597,1605192,90000,0,1515192
800,Bath and North East Somerset,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,275689,0,0,0,275689,56455,219234,30000,0,189234
800,Bath and North East Somerset,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,5424957,0,0,0,5424957,595422,4829535,120000,0,4709535
800,Bath and North East Somerset,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",169451,0,0,0,169451,59160,110291,0,0,110291
800,Bath and North East Somerset,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",626519,0,0,0,626519,563794,62725,1528,0,61197
800,Bath and North East Somerset,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
800,Bath and North East Somerset,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",98208,0,0,0,98208,0,98208,95000,0,3208
800,Bath and North East Somerset,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",645785,0,0,0,645785,642,645143,0,0,645143
800,Bath and North East Somerset,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,1539963,0,0,0,1539963,623596,916367,96528,0,819839
800,Bath and North East Somerset,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,491817,0,0,51803,543620,84419,459201,0,0,459201
800,Bath and North East Somerset,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,606815,0,884000,11343,1502158,199765,1302393,949852,0,352541
800,Bath and North East Somerset,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,1098632,0,884000,63146,2045778,284184,1761594,949852,0,811742
800,Bath and North East Somerset,30,30 Youth Justice,YOUTH JUSTICE,,,,,963603,235252,728351,,,
800,Bath and North East Somerset,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
800,Bath and North East Somerset,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,22303296,3884219,18419077,,,
800,Bath and North East Somerset,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,22303296,3884219,18419077,,,
800,Bath and North East Somerset,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,228561,,,,,
800,Bath and North East Somerset,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,44807,,,,,
801,Bristol City of,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,13627267,0,0,0,13627267,3628867,9998400,0,0,9998400
801,Bristol City of,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,934806,0,0,0,934806,0,934806,0,0,934806
801,Bristol City of,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,14562073,0,0,0,14562073,3628867,10933206,0,0,10933206
801,Bristol City of,5,5 Residential care,CHILDREN LOOKED AFTER,6131726,0,0,3326827,9458553,969170,8489383,0,0,8489383
801,Bristol City of,6,6 Fostering services,CHILDREN LOOKED AFTER,6407149,8023767,0,1781666,16212582,388566,15824016,0,0,15824016
801,Bristol City of,7,7 Adoption services,CHILDREN LOOKED AFTER,1538960,0,0,0,1538960,59469,1479491,63632,0,1415859
801,Bristol City of,8,8 Special guardianship support,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,9,9 Other children looked after,CHILDREN LOOKED AFTER,1450608,0,0,0,1450608,138033,1312575,0,0,1312575
801,Bristol City of,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,12,12  Education of looked after children,CHILDREN LOOKED AFTER,433163,0,0,0,433163,419301,13862,0,0,13862
801,Bristol City of,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,165424,0,0,0,165424,3203,162221,0,0,162221
801,Bristol City of,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
801,Bristol City of,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,16127030,8023767,0,5108493,29259290,1977742,27281548,63632,0,27217916
801,Bristol City of,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,215698,0,0,0,215698,3203,212495,0,0,212495
801,Bristol City of,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,16318573,0,0,0,16318573,497326,15821247,121000,0,15700247
801,Bristol City of,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,3686246,0,0,0,3686246,194872,3491374,165000,0,3326374
801,Bristol City of,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,289764,0,0,0,289764,207720,82044,0,0,82044
801,Bristol City of,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,20294583,0,0,0,20294583,899918,19394665,286000,0,19108665
801,Bristol City of,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",801716,0,0,0,801716,70393,731323,0,0,731323
801,Bristol City of,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",829633,0,0,0,829633,0,829633,258000,0,571633
801,Bristol City of,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",1767287,0,0,0,1767287,18366,1748921,0,0,1748921
801,Bristol City of,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",2703881,0,0,0,2703881,280706,2423175,332809,0,2090366
801,Bristol City of,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",550258,0,0,0,550258,20854,529404,0,0,529404
801,Bristol City of,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,6652775,0,0,0,6652775,390319,6262456,590809,0,5671647
801,Bristol City of,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,2777443,0,0,0,2777443,188785,2588658,218231,0,2370427
801,Bristol City of,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,4840271,0,0,0,4840271,129650,4710621,0,0,4710621
801,Bristol City of,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,7617714,0,0,0,7617714,318435,7299279,218231,0,7081048
801,Bristol City of,30,30 Youth Justice,YOUTH JUSTICE,,,,,3112001,1439022,1672979,,,
801,Bristol City of,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
801,Bristol City of,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,81714134,8657506,73056628,,,
801,Bristol City of,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,81714134,8657506,73056628,,,
801,Bristol City of,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,244000,,,,,
801,Bristol City of,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,100000,,,,,
802,North Somerset,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,2284216,0,0,24100,2308316,633261,1675055,0,0,1675055
802,North Somerset,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,159955,0,0,187123,347078,0,347078,0,0,347078
802,North Somerset,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,1207122,230793,0,60077,1497992,37883,1460109,0,0,1460109
802,North Somerset,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,3651293,230793,0,271300,4153386,671144,3482242,0,0,3482242
802,North Somerset,5,5 Residential care,CHILDREN LOOKED AFTER,0,2437252,0,0,2437252,79813,2357439,0,0,2357439
802,North Somerset,6,6 Fostering services,CHILDREN LOOKED AFTER,2278432,2046258,0,0,4324690,0,4324690,0,0,4324690
802,North Somerset,7,7 Adoption services,CHILDREN LOOKED AFTER,256215,154792,90450,0,501457,0,501457,33857,0,467600
802,North Somerset,8,8 Special guardianship support,CHILDREN LOOKED AFTER,0,99182,0,0,99182,0,99182,0,0,99182
802,North Somerset,9,9 Other children looked after,CHILDREN LOOKED AFTER,542851,191580,0,98000,832431,0,832431,0,0,832431
802,North Somerset,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,60750,0,0,60750,0,60750,0,0,60750
802,North Somerset,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,0,617661,0,0,617661,0,617661,0,0,617661
802,North Somerset,12,12  Education of looked after children,CHILDREN LOOKED AFTER,51541,0,0,0,51541,0,51541,0,0,51541
802,North Somerset,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,602578,0,142652,0,745230,0,745230,0,0,745230
802,North Somerset,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,0,190714,0,0,190714,0,190714,0,190714,0
802,North Somerset,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,3731617,5798189,233102,98000,9860908,79813,9781095,33857,190714,9556524
802,North Somerset,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,102454,52980,0,57500,212934,0,212934,0,0,212934
802,North Somerset,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,5995357,437851,0,0,6433208,0,6433208,0,0,6433208
802,North Somerset,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,435451,0,59210,0,494661,0,494661,0,0,494661
802,North Somerset,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,65085,31890,0,0,96975,18125,78850,0,0,78850
802,North Somerset,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,6495893,469741,59210,0,7024844,18125,7006719,0,0,7006719
802,North Somerset,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",0,113727,0,0,113727,0,113727,0,0,113727
802,North Somerset,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",0,202500,607850,175856,986206,191500,794706,0,0,794706
802,North Somerset,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",0,0,0,173449,173449,0,173449,0,0,173449
802,North Somerset,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",325701,320644,0,117500,763845,111000,652845,0,0,652845
802,North Somerset,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",326523,127510,0,98000,552033,85000,467033,0,0,467033
802,North Somerset,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,652224,764381,607850,564805,2589260,387500,2201760,0,0,2201760
802,North Somerset,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,260210,0,806000,0,1066210,0,1066210,0,0,1066210
802,North Somerset,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,179955,0,240000,0,419955,0,419955,0,0,419955
802,North Somerset,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,440165,0,1046000,0,1486165,0,1486165,0,0,1486165
802,North Somerset,30,30 Youth Justice,YOUTH JUSTICE,,,,,892488,541466,351022,,,
802,North Somerset,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
802,North Somerset,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,26219985,1698048,24521937,,,
802,North Somerset,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,26219985,1698048,24521937,,,
802,North Somerset,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,99742,,,,,
802,North Somerset,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,80000,,,,,
803,South Gloucestershire,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,1498897,0,0,1837,1500734,14599,1486135,1414710,0,71425
803,South Gloucestershire,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,697687,40306,342813,0,1080806,0,1080806,1009001,0,71805
803,South Gloucestershire,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,2196584,40306,342813,1837,2581540,14599,2566941,2423711,0,143230
803,South Gloucestershire,5,5 Residential care,CHILDREN LOOKED AFTER,0,2202107,0,0,2202107,0,2202107,0,0,2202107
803,South Gloucestershire,6,6 Fostering services,CHILDREN LOOKED AFTER,4145272,14491,0,0,4159763,2342,4157421,6928,0,4150493
803,South Gloucestershire,7,7 Adoption services,CHILDREN LOOKED AFTER,533027,0,119533,0,652560,119663,532897,3505,0,529392
803,South Gloucestershire,8,8 Special guardianship support,CHILDREN LOOKED AFTER,205504,8458,0,0,213962,0,213962,0,0,213962
803,South Gloucestershire,9,9 Other children looked after,CHILDREN LOOKED AFTER,88070,92296,0,38586,218952,0,218952,40600,0,178352
803,South Gloucestershire,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,207407,0,0,0,207407,0,207407,0,0,207407
803,South Gloucestershire,12,12  Education of looked after children,CHILDREN LOOKED AFTER,37498,0,0,0,37498,0,37498,4500,0,32998
803,South Gloucestershire,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,295234,233069,0,0,528303,0,528303,0,0,528303
803,South Gloucestershire,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,62392,1748,0,0,64140,0,64140,61196,0,2944
803,South Gloucestershire,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,5574404,2552169,119533,38586,8284692,122005,8162687,116729,0,8045958
803,South Gloucestershire,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,6753049,144522,0,20687,6918258,980743,5937515,60567,0,5876948
803,South Gloucestershire,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,251628,0,0,0,251628,0,251628,51000,0,200628
803,South Gloucestershire,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,125222,0,0,0,125222,47028,78194,0,0,78194
803,South Gloucestershire,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,7129899,144522,0,20687,7295108,1027771,6267337,111567,0,6155770
803,South Gloucestershire,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",0,485724,0,48118,533842,863,532979,350000,0,182979
803,South Gloucestershire,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",97906,709362,0,406510,1213778,174,1213604,469000,0,744604
803,South Gloucestershire,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",341567,0,0,0,341567,9004,332563,71129,0,261434
803,South Gloucestershire,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",1330872,64061,0,399611,1794544,0,1794544,1424313,0,370231
803,South Gloucestershire,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",0,0,0,0,0,0,0,0,0,0
803,South Gloucestershire,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,1770345,1259147,0,854239,3883731,10041,3873690,2314442,0,1559248
803,South Gloucestershire,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,1140281,1463003,0,0,2603284,109764,2493520,1701227,0,792293
803,South Gloucestershire,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,398234,194978,35699,0,628911,88798,540113,320171,0,219942
803,South Gloucestershire,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,1538515,1657981,35699,0,3232195,198562,3033633,2021398,0,1012235
803,South Gloucestershire,30,30 Youth Justice,YOUTH JUSTICE,,,,,6086205,5524804,561401,,,
803,South Gloucestershire,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,0,0,0,,,
803,South Gloucestershire,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,31363471,6897782,24465689,,,
803,South Gloucestershire,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,31363471,6897782,24465689,,,
803,South Gloucestershire,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,76852,,,,,
803,South Gloucestershire,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,68955,,,,,
805,Hartlepool,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,486710,0,0,0,486710,20128,466582,0,0,466582
805,Hartlepool,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,328514,0,0,92049,420563,66591,353972,0,0,353972
805,Hartlepool,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,619244,0,207526,0,826770,0,826770,0,0,826770
805,Hartlepool,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,1434468,0,207526,92049,1734043,86719,1647324,0,0,1647324
805,Hartlepool,5,5 Residential care,CHILDREN LOOKED AFTER,146523,1547460,0,0,1693983,214435,1479548,0,0,1479548
805,Hartlepool,6,6 Fostering services,CHILDREN LOOKED AFTER,2312836,872834,567,172219,3358456,134892,3223564,0,0,3223564
805,Hartlepool,7,7 Adoption services,CHILDREN LOOKED AFTER,392033,18682,1869,0,412584,21897,390687,30734,0,359953
805,Hartlepool,8,8 Special guardianship support,CHILDREN LOOKED AFTER,315843,0,0,0,315843,0,315843,0,0,315843
805,Hartlepool,9,9 Other children looked after,CHILDREN LOOKED AFTER,5124,1340,47,11323,17834,0,17834,0,0,17834
805,Hartlepool,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,61560,7790,0,0,69350,0,69350,0,0,69350
805,Hartlepool,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,308907,0,0,0,308907,0,308907,0,0,308907
805,Hartlepool,12,12  Education of looked after children,CHILDREN LOOKED AFTER,3401,890,31,0,4322,0,4322,0,0,4322
805,Hartlepool,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,362181,101555,19,0,463755,0,463755,0,0,463755
805,Hartlepool,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,3988,0,0,0,3988,0,3988,3988,0,0
805,Hartlepool,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,3912396,2550551,2533,183542,6649022,371224,6277798,34722,0,6243076
805,Hartlepool,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,269055,3403,150,53427,326035,1074,324961,0,0,324961
805,Hartlepool,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,2707997,96577,207454,0,3012028,26627,2985401,141635,0,2843766
805,Hartlepool,18,18 Comissioning and Children's Services Strategy,20 Total  Safeguarding Children and Young People's Services,1504978,729,750,0,1506457,25000,1481457,0,0,1481457
805,Hartlepool,19,"19 Local safeguarding childrens board	",20 Total  Safeguarding Children and Young People's Services,245785,0,42059,0,287844,174862,112982,0,0,112982
805,Hartlepool,20,20 Total  Safeguarding Children and Young Peoples Services,CHILDREN AND YOUNG PEOPLES SAFETY,4458760,97306,250263,0,4806329,226489,4579840,141635,0,4438205
805,Hartlepool,21,21 Direct payments,"FAMILY SUPPORT SERVICES	",334538,0,0,0,334538,0,334538,0,0,334538
805,Hartlepool,22,22 Short breaks (respite) for disabled children,"FAMILY SUPPORT SERVICES	",498079,120090,0,0,618169,134497,483672,0,0,483672
805,Hartlepool,23,23 Other support for disabled children,"FAMILY SUPPORT SERVICES	",164705,0,0,0,164705,0,164705,0,0,164705
805,Hartlepool,24,24 Targeted family support,"FAMILY SUPPORT SERVICES	",2439625,0,0,65305,2504930,1835,2503095,0,2339,2500756
805,Hartlepool,25,25 Universal family support,"FAMILY SUPPORT SERVICES	",0,0,81097,0,81097,0,81097,0,0,81097
805,Hartlepool,26,26 Total Family Support Services,FAMILY SUPPORT SERVICES,3436947,120090,81097,65305,3703439,136332,3567107,0,2339,3564768
805,Hartlepool,27,"27 Universal services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,611853,0,0,51535,663388,85602,577786,0,0,577786
805,Hartlepool,28,"28 Targeted services for young people (including youth work, positive activities and information, advice and guidance)",SERVICES FOR YOUNG PEOPLE,1060098,3880,202347,874120,2140445,203161,1937284,0,43871,1893413
805,Hartlepool,29,"29 Total Services for Young People	",SERVICES FOR YOUNG PEOPLE,1671951,3880,202347,925655,2803833,288763,2515070,0,43871,2471199
805,Hartlepool,30,30 Youth Justice,YOUTH JUSTICE,,,,,961044,602294,358750,,,
805,Hartlepool,31,31 Capital Expenditure from Revenue (CERA) (Childrens and young people's services),YOUTH JUSTICE,,,,,110060,0,110060,,,
805,Hartlepool,32,32 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (Including CERA),SERVICES FOR YOUNG PEOPLE,,,,,21093805,1712895,19380910,,,
805,Hartlepool,33,33 CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),SERVICES FOR YOUNG PEOPLE,,,,,20983745,1712895,19270850,,,
805,Hartlepool,34,"34 Substances misuse services (Drugs, alcohol and volatile substances)","SERVICES FOR YOUNG PEOPLE	
",,,,,183288,,,,,
805,Hartlepool,35,35 Teenage pregnancy services,"SERVICES FOR YOUNG PEOPLE	
",,,,,0,,,,,
806,Middlesbrough,1,1 Spend by individual Sure Start Children's Centres ,SURE START CHILDREN'S CENTRES,3272502,240359,4519,80262,3597642,410899,3186743,0,10138,3176605
806,Middlesbrough,2,2 Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children’s Centres,SURE START CHILDREN'S CENTRES,95791,0,0,0,95791,8723,87068,0,0,87068
806,Middlesbrough,3,3 Other early years funding,SURE START CHILDREN'S CENTRES,124981,675,0,14370,140026,1485,138541,0,0,138541
806,Middlesbrough,4,4 Total Sure Start Children's Centres,SURE START CHILDREN'S CENTRES,3493274,241034,4519,94632,3833459,421107,3412352,0,10138,3402214
806,Middlesbrough,5,5 Residential care,CHILDREN LOOKED AFTER,226606,7420760,0,191000,7838366,1886,7836480,51072,29021,7756387
806,Middlesbrough,6,6 Fostering services,CHILDREN LOOKED AFTER,2451801,5896361,91000,546570,8985732,19691,8966041,0,0,8966041
806,Middlesbrough,7,7 Adoption services,CHILDREN LOOKED AFTER,966426,18168,13576,800,998970,1332,997638,0,0,997638
806,Middlesbrough,8,8 Special guardianship support,CHILDREN LOOKED AFTER,4731,0,0,0,4731,0,4731,0,0,4731
806,Middlesbrough,9,9 Other children looked after,CHILDREN LOOKED AFTER,560733,0,0,0,560733,0,560733,0,0,560733
806,Middlesbrough,10,10 Short breaks (respite) for looked after disabled children,CHILDREN LOOKED AFTER,526384,9166,0,0,535550,28921,506629,0,222000,284629
806,Middlesbrough,11,11 Children placed with family and friends ,CHILDREN LOOKED AFTER,686416,0,0,0,686416,0,686416,0,0,686416
806,Middlesbrough,12,12  Education of looked after children,CHILDREN LOOKED AFTER,44856,0,0,0,44856,0,44856,0,0,44856
806,Middlesbrough,13,13 Leaving care support services ,CHILDREN LOOKED AFTER,658808,22958,0,0,681766,16142,665624,0,0,665624
806,Middlesbrough,14,14 Asylum seeker services - children,CHILDREN LOOKED AFTER,12161,3152,0,0,15313,0,15313,0,12445,2868
806,Middlesbrough,15,15 Total Children Looked After,CHILDREN LOOKED AFTER,6138922,13370565,104576,738370,20352433,67972,20284461,51072,263466,19969923
806,Middlesbrough,16,16 Other childrens and family services,OTHER CHILDREN'S AND FAMILIES SERVICES,92942,0,0,950,93892,0,93892,0,89017,4875
806,Middlesbrough,17,17 Social work (includes LA functions in relation to child protection,20 Total  Safeguarding Children and Young People's Services,6007477,322566,142273,22459,6494775,55693,6439082,0,39062,6400020
