time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,category_of_expenditure,description_of_expenditure,own_provision,private_provision,other_public_sector_provision,voluntary_provision,total_expenditure,income,net_current_expenditure,grants_inside_AEF,grants_outside_AEF,net_revenue_expenditure,per_capita_net_current_spend
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,1109661,0,0,0,1109661,27093,1082568,59203,0,1023365,14
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,326475,0,14880,0,341355,14408,326947,66321,0,260626,4
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,23387972,0,106806,0,23494778,336874,23157904,388793,0,22769111,302
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Family support services,3.4.1 Direct payments,721507,0,90476,0,811983,1714,810269,0,0,810269,11
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Family support services,3.4.2 Short breaks (respite) for disabled children,251689,0,31561,0,283250,598,282652,0,0,282652,4
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Family support services,3.4.3 Other support for disabled children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Family support services,3.4.4 Targeted family support,5724921,0,469720,0,6194641,1555,6193086,1339214,0,4853872,81
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Family support services,3.4.5 Universal family support,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Family support services,3.4.6 Total Family Support Services,6698117,0,591757,0,7289874,3867,7286007,1339214,0,5946793,95
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Services for young people,3.5.1 Universal services for young people,919336,0,0,0,919336,2258,917078,3928,0,913150,12
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Services for young people,3.5.2 Targeted services for young people,1054489,0,0,0,1054489,17862,1036627,12554,0,1024073,14
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Services for young people,3.5.3 Total Services for young people,1973825,0,0,0,1973825,20120,1953705,16482,0,1937223,25
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,177447,x,x,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,177447,x,x,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Youth justice,3.6.1 Youth justice,x,x,x,x,1528732,653120,875612,x,x,x,11
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,81261304,x,80004988,x,x,x,1042
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,81261304,x,80004988,x,x,x,1042
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,2906949,0,0,0,2906949,28621,2878328,0,2054,2876274,42
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,38096,0,0,40000,78096,38096,40000,0,0,40000,1
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,242121,0,0,0,242121,0,242121,0,0,242121,4
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,704661,0,0,0,704661,48819,655842,0,17419,638423,10
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,3891827,0,0,40000,3931827,115536,3816291,0,19473,3796818,56
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.1 Residential care,4348695,4412982,994,411346,9174017,144390,9029627,0,0,9029627,133
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),x,x,x,x,x,x,x,x,x,x,x
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),x,x,x,x,x,x,x,x,x,x,x
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.2 Total Fostering services,5584450,7579752,142195,674841,13981238,273928,13707310,94670,0,13612640,202
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.3 Adoption services,1356636,5255,110050,286000,1757941,444243,1313698,0,0,1313698,19
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.4 Special guardianship support,1519665,0,0,0,1519665,0,1519665,0,0,1519665,22
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.5 Other children looked after services,1415245,49434,226998,138694,1830371,17876,1812495,0,0,1812495,27
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,1867,0,37674,86060,125601,0,125601,0,0,125601,2
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.7 Children placed with family and friends,1792206,0,0,0,1792206,0,1792206,0,0,1792206,26
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.8 Education of looked after children,194369,0,0,0,194369,143,194226,0,0,194226,3
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.9 Leaving care support services,1358369,0,0,0,1358369,0,1358369,0,0,1358369,20
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.10 Asylum seeker services children,10100,0,0,0,10100,0,10100,0,0,10100,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Children looked after,3.1.11 Total Children Looked After,17581602,12047423,517911,1596941,31743877,880580,30863297,94670,0,30768627,454
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Other children and family services,3.2.1 Other children and families services,208525,0,0,109900,318425,64700,253725,0,0,253725,4
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),13706099,0,0,0,13706099,90228,13615871,0,0,13615871,200
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,292850,0,0,0,292850,101544,191306,0,0,191306,3
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,460205,1500,12500,0,474205,188589,285616,0,0,285616,4
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,14459154,1500,12500,0,14473154,380361,14092793,0,0,14092793,207
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Family support services,3.4.1 Direct payments,490357,0,0,0,490357,24629,465728,0,0,465728,7
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Family support services,3.4.2 Short breaks (respite) for disabled children,9219,0,185994,131708,326921,0,326921,0,0,326921,5
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Family support services,3.4.3 Other support for disabled children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Family support services,3.4.4 Targeted family support,3026432,14219,127624,262987,3431262,751387,2679875,657400,0,2022475,39
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Family support services,3.4.5 Universal family support,182216,0,0,0,182216,0,182216,0,0,182216,3
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Family support services,3.4.6 Total Family Support Services,3708224,14219,313618,394695,4430756,776016,3654740,657400,0,2997340,54
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Services for young people,3.5.1 Universal services for young people,115101,19285,0,103721,238107,78332,159775,0,0,159775,2
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Services for young people,3.5.2 Targeted services for young people,2197801,0,0,0,2197801,144125,2053676,0,21920,2031756,30
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Services for young people,3.5.3 Total Services for young people,2312902,19285,0,103721,2435908,222457,2213451,0,21920,2191531,33
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,21920,x,x,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,157486,x,x,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Youth justice,3.6.1 Youth justice,x,x,x,x,1560358,435547,1124811,x,x,x,17
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,58894305,x,56019108,x,x,x,825
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,58894305,x,56019108,x,x,x,825
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,0,4903886,0,0,4903886,269698,4634188,0,0,4634188,59
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,1372222,0,0,0,1372222,930101,442121,0,0,442121,6
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,1372222,4903886,0,0,6276108,1199799,5076309,0,0,5076309,64
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.1 Residential care,0,6418252,0,0,6418252,874326,5543926,0,0,5543926,70
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),x,x,x,x,x,x,x,x,x,x,x
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),x,x,x,x,x,x,x,x,x,x,x
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.2 Total Fostering services,5161625,6877903,0,0,12039528,24750,12014778,0,0,12014778,152
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.3 Adoption services,1041307,625747,0,0,1667054,288750,1378304,71857,0,1306447,17
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.4 Special guardianship support,1174478,0,0,0,1174478,24750,1149728,0,0,1149728,15
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.5 Other children looked after services,2372372,0,0,0,2372372,4900,2367472,529341,0,1838131,30
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.7 Children placed with family and friends,1174478,0,0,0,1174478,24750,1149728,0,0,1149728,15
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.8 Education of looked after children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.9 Leaving care support services,1543188,716131,0,0,2259319,71,2259248,124254,0,2134994,29
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.10 Asylum seeker services children,0,598561,0,0,598561,0,598561,0,0,598561,8
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Children looked after,3.1.11 Total Children Looked After,12467448,15236594,0,0,27704042,1242297,26461745,725452,0,25736293,334
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Other children and family services,3.2.1 Other children and families services,4990484,0,0,0,4990484,562466,4428018,0,0,4428018,56
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),12870739,0,0,0,12870739,129669,12741070,0,0,12741070,161
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,528625,0,0,0,528625,0,528625,0,0,528625,7
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,328428,0,0,0,328428,165942,162486,0,0,162486,2
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,13727792,0,0,0,13727792,295611,13432181,0,0,13432181,170
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Family support services,3.4.1 Direct payments,238894,0,0,0,238894,77083,161811,0,0,161811,2
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Family support services,3.4.2 Short breaks (respite) for disabled children,0,964513,0,0,964513,249370,715143,0,0,715143,9
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Family support services,3.4.3 Other support for disabled children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Family support services,3.4.4 Targeted family support,4697108,0,0,0,4697108,774567,3922541,1437800,0,2484741,50
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Family support services,3.4.5 Universal family support,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Family support services,3.4.6 Total Family Support Services,4936002,964513,0,0,5900515,1101020,4799495,1437800,0,3361695,61
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Services for young people,3.5.1 Universal services for young people,2984839,0,0,0,2984839,848281,2136558,0,0,2136558,27
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Services for young people,3.5.2 Targeted services for young people,212644,0,0,0,212644,0,212644,0,0,212644,3
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Services for young people,3.5.3 Total Services for young people,3197483,0,0,0,3197483,848281,2349202,0,0,2349202,30
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,307407,x,x,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,0,x,x,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Youth justice,3.6.1 Youth justice,x,x,x,x,1612672,160155,1452517,x,x,x,18
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,63409096,x,57999467,x,x,x,733
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,63409096,x,57999467,x,x,x,733
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,366637,0,0,0,366637,0,366637,0,0,366637,8
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,20000,0,0,0,20000,0,20000,0,0,20000,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,31045,0,0,0,31045,0,31045,0,0,31045,1
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,417682,0,0,0,417682,0,417682,0,0,417682,9
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.1 Residential care,158058,4294364,0,0,4452422,135770,4316652,0,0,4316652,94
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),x,x,x,x,x,x,x,x,x,x,x
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.2b Fostering services (fees and allowances for LA foster carers),x,x,x,x,x,x,x,x,x,x,x
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.2 Total Fostering services,5243532,2844044,0,0,8087576,1721239,6366337,0,0,6366337,139
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.3 Adoption services,1021603,0,0,0,1021603,269881,751722,134954,0,616768,16
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.4 Special guardianship support,414755,0,0,0,414755,0,414755,0,0,414755,9
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.5 Other children looked after services,592744,0,0,0,592744,301532,291212,0,0,291212,6
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.6 Short breaks (respite) for looked after disabled children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.7 Children placed with family and friends,591663,0,0,0,591663,0,591663,0,0,591663,13
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.8 Education of looked after children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.9 Leaving care support services,892664,0,0,0,892664,319607,573057,192297,0,380760,12
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.10 Asylum seeker services children,122451,0,0,0,122451,0,122451,0,0,122451,3
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Children looked after,3.1.11 Total Children Looked After,9037470,7138408,0,0,16175878,2748029,13427849,327251,0,13100598,292
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Other children and family services,3.2.1 Other children and families services,21600,0,0,200254,221854,1393,220461,0,0,220461,5
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Safeguarding children and young peoples services,3.3.1 Social work (including LA functions in relation to child protection),9196712,0,0,0,9196712,147981,9048731,9800,0,9038931,197
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Safeguarding children and young peoples services,3.3.2 Commissioning and Childrens Services Strategy,987918,0,0,0,987918,16589,971329,0,0,971329,21
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Safeguarding children and young peoples services,3.3.3 Local Safeguarding Children Board,305913,0,0,0,305913,111827,194086,0,0,194086,4
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Safeguarding children and young peoples services,3.3.4 Total Safeguarding Children and Young Peoples Services,10490543,0,0,0,10490543,276397,10214146,9800,0,10204346,222
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Family support services,3.4.1 Direct payments,497875,0,0,0,497875,0,497875,0,0,497875,11
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Family support services,3.4.2 Short breaks (respite) for disabled children,41615,287625,0,0,329240,0,329240,0,0,329240,7
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Family support services,3.4.3 Other support for disabled children,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Family support services,3.4.4 Targeted family support,3959213,275098,0,0,4234311,96722,4137589,294150,0,3843439,90
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Family support services,3.4.5 Universal family support,1011150,0,0,0,1011150,35455,975695,294150,0,681545,21
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Family support services,3.4.6 Total Family Support Services,5509853,562723,0,0,6072576,132177,5940399,588300,0,5352099,129
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Services for young people,3.5.1 Universal services for young people,311846,0,0,0,311846,4952,306894,0,0,306894,7
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Services for young people,3.5.2 Targeted services for young people,339022,0,0,0,339022,4952,334070,0,0,334070,7
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Services for young people,3.5.3 Total Services for young people,650868,0,0,0,650868,9904,640964,0,0,640964,14
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Services for young people,"8a.1 Substance misuse services (Drugs, Alcohol and Volatile substances) (included in 3.5.1 and 3.5.2 above)",x,x,x,x,352000,x,x,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Services for young people,8a.2 Teenage pregnancy services (included in 3.5.1 and 3.5.2 above),x,x,x,x,25000,x,x,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Youth justice,3.6.1 Youth justice,x,x,x,x,457423,252460,204963,x,x,x,4
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Capital expenditure,4.0.1 Capital Expenditure from Revenue (CERA) (Childrens and young people services),x,x,x,x,0,0,0,x,x,x,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Total,5.0.2 Total Children and Young Peoples Services Expenditure (excluding CERA),x,x,x,x,34486824,x,31066464,x,x,x,677
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,Total,5.0.3 Total Children and Young Peoples Services Expenditure (including CERA),x,x,x,x,34486824,x,31066464,x,x,x,677
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Sure Start and children aged under 5,3.0.1 Spend on individual Sure Start Childrens Centres,1351874,85080,0,0,1436954,552788,884166,0,0,884166,14
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Sure Start and children aged under 5,3.0.2 Spend for services delivered through Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Sure Start and children aged under 5,3.0.3 Spend on management costs relating to Sure Start Childrens Centres,0,0,0,0,0,0,0,0,0,0,0
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Sure Start and children aged under 5,3.0.4 Other spend on children under 5,325494,523,0,0,326017,1203,324814,0,0,324814,5
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Sure Start and children aged under 5,3.0.5 Total Sure Start childrens centres and other spend on children under 5,1677368,85603,0,0,1762971,553991,1208980,0,0,1208980,19
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.1 Residential care,1996236,6490720,0,0,8486956,845563,7641393,0,0,7641393,117
201617,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,Children looked after,3.1.2a Fostering services (excluding fees and allowances for LA foster carers),x,x,x,x,x,x,x,x,x,x,x
