time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,characteristic,ks2_assessment_measure,number_eligible,number_achieving,percent_achieving,progress_eligible,progress_score,average_progress_score
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Looked after children,Mathematics (progress),.,.,.,26,-11.4,-0.4
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Looked after children,Mathematics (progress),.,.,.,33,-57.88,-1.8
201819,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Looked after children,Mathematics (progress),.,.,.,30,-30.58,-1
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford borough,Looked after children,Mathematics (progress),.,.,.,14,-51.22,-3.7
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Looked after children,Mathematics (progress),.,.,.,24,10.3,0.4
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Looked after children,Mathematics (progress),.,.,.,22,-2.98,-0.1
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Looked after children,Mathematics (progress),.,.,.,37,9.52,0.3
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Looked after children,Mathematics (progress),.,.,.,40,-55.86,-1.4
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Looked after children,Mathematics (progress),.,.,.,19,-32.7,-1.7
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Looked after children,Mathematics (progress),.,.,.,41,-55.15,-1.3
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Looked after children,Mathematics (progress),.,.,.,17,-66.27,-3.9
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Looked after children,Mathematics (progress),.,.,.,10,28.73,2.9
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Looked after children,Mathematics (progress),.,.,.,28,-109.59,-3.9
201819,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Looked after children,Mathematics (progress),.,.,.,10,2.23,0.2
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Looked after children,Mathematics (progress),.,.,.,6,13.09,2.2
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Looked after children,Mathematics (progress),.,.,.,14,-16.67,-1.2
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Looked after children,Mathematics (progress),.,.,.,21,-73.98,-3.5
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Looked after children,Mathematics (progress),.,.,.,23,-65.43,-2.8
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Looked after children,Mathematics (progress),.,.,.,68,-220.41,-3.2
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Looked after children,Mathematics (progress),.,.,.,7,-8.49,-1.2
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Looked after children,Mathematics (progress),.,.,.,70,-128.51,-1.8
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Looked after children,Mathematics (progress),.,.,.,20,-35.2,-1.8
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Looked after children,Mathematics (progress),.,.,.,12,-37.28,-3.1
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Looked after children,Mathematics (progress),.,.,.,25,-26.72,-1.1
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Looked after children,Mathematics (progress),.,.,.,18,-47.71,-2.7
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Looked after children,Mathematics (progress),.,.,.,10,5.92,0.6
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Looked after children,Mathematics (progress),.,.,.,28,-94.5,-3.4
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Looked after children,Mathematics (progress),.,.,.,28,-36.55,-1.3
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Looked after children,Mathematics (progress),.,.,.,23,-76.01,-3.3
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Looked after children,Mathematics (progress),.,.,.,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Looked after children,Mathematics (progress),.,.,.,8,-3.98,-0.5
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Looked after children,Mathematics (progress),.,.,.,27,-17.71,-0.7
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Looked after children,Mathematics (progress),.,.,.,13,-35.7,-2.7
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Looked after children,Mathematics (progress),.,.,.,22,-53.5,-2.4
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Looked after children,Mathematics (progress),.,.,.,14,-19.19,-1.4
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Looked after children,Mathematics (progress),.,.,.,30,-78.55,-2.6
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Looked after children,Mathematics (progress),.,.,.,.,.,.
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Looked after children,Mathematics (progress),.,.,.,17,-0.21,0
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Looked after children,Mathematics (progress),.,.,.,9,-10.15,-1.1
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Looked after children,Mathematics (progress),.,.,.,25,-105.76,-4.2
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Looked after children,Mathematics (progress),.,.,.,14,-1.62,-0.1
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Looked after children,Mathematics (progress),.,.,.,16,-1.77,-0.1
201819,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Looked after children,Mathematics (progress),.,.,.,19,-3.05,-0.2
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Looked after children,Mathematics (progress),.,.,.,.,.,.
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Looked after children,Mathematics (progress),.,.,.,9,-8.26,-0.9
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Looked after children,Mathematics (progress),.,.,.,7,27.65,3.9
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Looked after children,Mathematics (progress),.,.,.,19,-68.07,-3.6
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Looked after children,Mathematics (progress),.,.,.,10,-2.9,-0.3
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Looked after children,Mathematics (progress),.,.,.,18,14.62,0.8
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Looked after children,Mathematics (progress),.,.,.,13,-30.22,-2.3
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Looked after children,Mathematics (progress),.,.,.,13,11.01,0.8
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Looked after children,Mathematics (progress),.,.,.,20,-31.64,-1.6
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Looked after children,Mathematics (progress),.,.,.,9,13.51,1.5
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Looked after children,Mathematics (progress),.,.,.,20,-4,-0.2
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Looked after children,Mathematics (progress),.,.,.,9,39.69,4.4
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Looked after children,Mathematics (progress),.,.,.,7,6.66,1
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Looked after children,Mathematics (progress),.,.,.,12,-40.53,-3.4
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Looked after children,Mathematics (progress),.,.,.,8,-20.93,-2.6
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Looked after children,Mathematics (progress),.,.,.,16,58.32,3.6
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Looked after children,Mathematics (progress),.,.,.,12,-0.83,-0.1
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Looked after children,Mathematics (progress),.,.,.,11,-31.22,-2.8
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Looked after children,Mathematics (progress),.,.,.,28,-36.8,-1.3
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Looked after children,Mathematics (progress),.,.,.,8,3.19,0.4
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Looked after children,Mathematics (progress),.,.,.,8,7.5,0.9
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Looked after children,Mathematics (progress),.,.,.,6,-0.28,0
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Looked after children,Mathematics (progress),.,.,.,8,-35.27,-4.4
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Looked after children,Mathematics (progress),.,.,.,c,c,c
201819,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Looked after children,Mathematics (progress),.,.,.,8,2.14,0.3
